Task code,Task name,Family,Verifier type,Verifier ID,Output ID,Deliverable,Output file,Pass condition,Evidence,K question,Answer (Yes/No)
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A002,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,“Editorial plate card - XIV - North Light” (plate-card-r015.pdf) opens as a valid PDF file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A003,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,“Editorial plate card - XIV - North Light” (plate-card-r015.pdf) contains exactly 1 page.,Automatic check: counted PDF pages.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A004,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,The finished printed width of “Editorial plate card - XIV - North Light” (plate-card-r015.pdf) is 148.167 mm (within 0.2 mm).,Automatic check: measured page width.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A005,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,The finished printed height of “Editorial plate card - XIV - North Light” (plate-card-r015.pdf) is 105.156 mm (within 0.2 mm).,Automatic check: measured page height.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A006,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,"On “Editorial plate card - XIV - North Light” (plate-card-r015.pdf), the plate no reads exactly “XIV”, the approved value in lumen_platecard_roster.csv, row 15 (field Plate No).",Automatic check: text read from the file.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A007,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,"On “Editorial plate card - XIV - North Light” (plate-card-r015.pdf), the title reads exactly “North Light”, the approved value in lumen_platecard_roster.csv, row 15 (field Title).",Automatic check: text read from the file.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A008,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,"On “Editorial plate card - XIV - North Light” (plate-card-r015.pdf), the caption reads exactly “North light through the old window, where the day begins and ends.”, the approved value in lumen_platecard_roster.csv, row 15 (field Caption).",Automatic check: text read from the file.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-r015/A009,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,"On “Editorial plate card - XIV - North Light” (plate-card-r015.pdf), the credit reads exactly “Photograph: Perrin Doyle”, the approved value in lumen_platecard_roster.csv, row 15 (field Credit).",Automatic check: text read from the file.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A001,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,“Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) is present in the delivery package.,Automatic check: file is present.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A002,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,“Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) opens as a valid PDF file with no errors or corruption.,Automatic check: file opens correctly.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A003,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,“Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) contains exactly 14 pages.,Automatic check: counted PDF pages.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A004,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 1 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r002.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A005,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 2 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r003.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A006,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 3 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r004.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A007,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 4 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r005.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A008,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 5 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r006.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A009,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 6 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r007.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A010,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 7 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r008.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A011,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 8 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r009.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A012,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 9 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r010.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A013,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 10 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r011.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A014,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 11 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r012.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A015,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 12 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r013.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A016,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 13 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r014.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Auto,LAYOUT-14/plate-card-combined/A017,plate-card-combined,Lumen Quarterly / Editorial plate card - combined production run,deliverables/plate-card-combined.pdf,Page 14 of “Lumen Quarterly / Editorial plate card - combined production run” (plate-card-combined.pdf) looks identical to page 1 of plate-card-r015.pdf.,Automatic check: page-to-page visual comparison.,,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H001,autumn-issue,Lumen Quarterly / Autumn editorial issue,deliverables/autumn-issue.pdf,"“Lumen Quarterly / Autumn editorial issue” (autumn-issue.pdf) contains the complete approved article from lumen_autumn_copy.md, no part of it is missing.",lumen_autumn_copy.md; lumen_platecard_roster.csv,K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H002,autumn-issue,Lumen Quarterly / Autumn editorial issue,deliverables/autumn-issue.pdf,"In “Lumen Quarterly / Autumn editorial issue” (autumn-issue.pdf), the images appear in the editorial sequence set out in lumen_autumn_copy.md and lumen_platecard_roster.csv.",lumen_autumn_copy.md; lumen_platecard_roster.csv,K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H003,autumn-issue,Lumen Quarterly / Autumn editorial issue,deliverables/autumn-issue.pdf,"The masthead on “Lumen Quarterly / Autumn editorial issue” (autumn-issue.pdf) preserves the approved lettering, the same lettering as supplied, not redrawn or altered.",lumen_autumn_essay_01.jpg; lumen_autumn_essay_02.jpg; lumen_autumn_essay_03.jpg; lumen_autumn_essay_04.jpg; lumen_autumn_essay_05.jpg; lumen_autumn_essay_06.jpg; lumen_autumn_essay_07.jpg; lumen_autumn_essay_08.jpg; lumen_autumn_essay_09.jpg; lumen_autumn_essay_10.jpg; lumen_autumn_essay_11.jpg; lumen_autumn_essay_12.jpg; lumen_autumn_essay_13.jpg; lumen_autumn_essay_14.jpg; lumen_cover_scan.jpg,K2_Q2 Asset preservation,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r002/H001,plate-card-r002,Editorial plate card - I - Above Sennet Cove,deliverables/plate-card-r002.pdf,"The caption on “Editorial plate card - I - Above Sennet Cove” (plate-card-r002.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 2.","Source table lumen_platecard_roster.csv, row 2",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r002/H002,plate-card-r002,Editorial plate card - I - Above Sennet Cove,deliverables/plate-card-r002.pdf,"The image on “Editorial plate card - I - Above Sennet Cove” (plate-card-r002.pdf) is the supplied photo lumen_autumn_essay_01.jpg, as named in lumen_platecard_roster.csv, row 2.","Source table lumen_platecard_roster.csv, row 2",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r003/H001,plate-card-r003,Editorial plate card - II - By Hand,deliverables/plate-card-r003.pdf,"The caption on “Editorial plate card - II - By Hand” (plate-card-r003.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 3.","Source table lumen_platecard_roster.csv, row 3",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r003/H002,plate-card-r003,Editorial plate card - II - By Hand,deliverables/plate-card-r003.pdf,"The image on “Editorial plate card - II - By Hand” (plate-card-r003.pdf) is the supplied photo lumen_autumn_essay_04.jpg, as named in lumen_platecard_roster.csv, row 3.","Source table lumen_platecard_roster.csv, row 3",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r004/H001,plate-card-r004,Editorial plate card - 3 - Emory Vaughn,deliverables/plate-card-r004.pdf,"The caption on “Editorial plate card - 3 - Emory Vaughn” (plate-card-r004.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 4.","Source table lumen_platecard_roster.csv, row 4",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r004/H002,plate-card-r004,Editorial plate card - 3 - Emory Vaughn,deliverables/plate-card-r004.pdf,"The image on “Editorial plate card - 3 - Emory Vaughn” (plate-card-r004.pdf) is the supplied photo lumen_autumn_essay_07.jpg, as named in lumen_platecard_roster.csv, row 4.","Source table lumen_platecard_roster.csv, row 4",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r005/H001,plate-card-r005,Editorial plate card - IV - The Hull,deliverables/plate-card-r005.pdf,"The caption on “Editorial plate card - IV - The Hull” (plate-card-r005.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 5.","Source table lumen_platecard_roster.csv, row 5",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r005/H002,plate-card-r005,Editorial plate card - IV - The Hull,deliverables/plate-card-r005.pdf,"The image on “Editorial plate card - IV - The Hull” (plate-card-r005.pdf) is the supplied photo lumen_autumn_essay_03.jpg, as named in lumen_platecard_roster.csv, row 5.","Source table lumen_platecard_roster.csv, row 5",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r006/H001,plate-card-r006,Editorial plate card - IV - The Double End,deliverables/plate-card-r006.pdf,"The caption on “Editorial plate card - IV - The Double End” (plate-card-r006.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 6.","Source table lumen_platecard_roster.csv, row 6",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r006/H002,plate-card-r006,Editorial plate card - IV - The Double End,deliverables/plate-card-r006.pdf,"The image on “Editorial plate card - IV - The Double End” (plate-card-r006.pdf) is the supplied photo lumen_autumn_essay_06.jpg, as named in lumen_platecard_roster.csv, row 6.","Source table lumen_platecard_roster.csv, row 6",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r007/H001,plate-card-r007,Editorial plate card - 06 - The Hull,deliverables/plate-card-r007.pdf,"The caption on “Editorial plate card - 06 - The Hull” (plate-card-r007.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 7.","Source table lumen_platecard_roster.csv, row 7",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r007/H002,plate-card-r007,Editorial plate card - 06 - The Hull,deliverables/plate-card-r007.pdf,"The image on “Editorial plate card - 06 - The Hull” (plate-card-r007.pdf) is the supplied photo lumen_autumn_essay_12.jpg, as named in lumen_platecard_roster.csv, row 7.","Source table lumen_platecard_roster.csv, row 7",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r008/H001,plate-card-r008,Editorial plate card - VII - Steam,deliverables/plate-card-r008.pdf,"The caption on “Editorial plate card - VII - Steam” (plate-card-r008.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 8.","Source table lumen_platecard_roster.csv, row 8",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r008/H002,plate-card-r008,Editorial plate card - VII - Steam,deliverables/plate-card-r008.pdf,"The image on “Editorial plate card - VII - Steam” (plate-card-r008.pdf) is the supplied photo lumen_autumn_essay_09.jpg, as named in lumen_platecard_roster.csv, row 8.","Source table lumen_platecard_roster.csv, row 8",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r009/H001,plate-card-r009,Editorial plate card - 8 - The Joint,deliverables/plate-card-r009.pdf,"The caption on “Editorial plate card - 8 - The Joint” (plate-card-r009.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 9.","Source table lumen_platecard_roster.csv, row 9",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r009/H002,plate-card-r009,Editorial plate card - 8 - The Joint,deliverables/plate-card-r009.pdf,"The image on “Editorial plate card - 8 - The Joint” (plate-card-r009.pdf) is the supplied photo lumen_autumn_essay_13.jpg, as named in lumen_platecard_roster.csv, row 9.","Source table lumen_platecard_roster.csv, row 9",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r010/H001,plate-card-r010,Editorial plate card - 09 - His Father's Tools,deliverables/plate-card-r010.pdf,"The caption on “Editorial plate card - 09 - His Father's Tools” (plate-card-r010.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 10.","Source table lumen_platecard_roster.csv, row 10",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r010/H002,plate-card-r010,Editorial plate card - 09 - His Father's Tools,deliverables/plate-card-r010.pdf,"The image on “Editorial plate card - 09 - His Father's Tools” (plate-card-r010.pdf) is the supplied photo lumen_autumn_essay_05.jpg, as named in lumen_platecard_roster.csv, row 10.","Source table lumen_platecard_roster.csv, row 10",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r011/H001,plate-card-r011,Editorial plate card - X - Laid By,deliverables/plate-card-r011.pdf,"The caption on “Editorial plate card - X - Laid By” (plate-card-r011.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 11.","Source table lumen_platecard_roster.csv, row 11",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r011/H002,plate-card-r011,Editorial plate card - X - Laid By,deliverables/plate-card-r011.pdf,"The image on “Editorial plate card - X - Laid By” (plate-card-r011.pdf) is the supplied photo lumen_autumn_essay_11.jpg, as named in lumen_platecard_roster.csv, row 11.","Source table lumen_platecard_roster.csv, row 11",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r012/H001,plate-card-r012,Editorial plate card - 11 - Sighting the Line,deliverables/plate-card-r012.pdf,"The caption on “Editorial plate card - 11 - Sighting the Line” (plate-card-r012.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 12.","Source table lumen_platecard_roster.csv, row 12",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r012/H002,plate-card-r012,Editorial plate card - 11 - Sighting the Line,deliverables/plate-card-r012.pdf,"The image on “Editorial plate card - 11 - Sighting the Line” (plate-card-r012.pdf) is the supplied photo lumen_autumn_essay_08.jpg, as named in lumen_platecard_roster.csv, row 12.","Source table lumen_platecard_roster.csv, row 12",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r013/H001,plate-card-r013,Editorial plate card - XII - Day's End,deliverables/plate-card-r013.pdf,"The caption on “Editorial plate card - XII - Day's End” (plate-card-r013.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 13.","Source table lumen_platecard_roster.csv, row 13",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r013/H002,plate-card-r013,Editorial plate card - XII - Day's End,deliverables/plate-card-r013.pdf,"The image on “Editorial plate card - XII - Day's End” (plate-card-r013.pdf) is the supplied photo lumen_autumn_essay_10.jpg, as named in lumen_platecard_roster.csv, row 13.","Source table lumen_platecard_roster.csv, row 13",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r014/H001,plate-card-r014,Editorial plate card - 13 - Late Sun,deliverables/plate-card-r014.pdf,"The caption on “Editorial plate card - 13 - Late Sun” (plate-card-r014.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 14.","Source table lumen_platecard_roster.csv, row 14",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r014/H002,plate-card-r014,Editorial plate card - 13 - Late Sun,deliverables/plate-card-r014.pdf,"The image on “Editorial plate card - 13 - Late Sun” (plate-card-r014.pdf) is the supplied photo lumen_autumn_essay_14.jpg, as named in lumen_platecard_roster.csv, row 14.","Source table lumen_platecard_roster.csv, row 14",K2_Q1 Asset selection,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r015/H001,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,"The caption on “Editorial plate card - XIV - North Light” (plate-card-r015.pdf) says exactly what the approved record says, lumen_platecard_roster.csv, row 15.","Source table lumen_platecard_roster.csv, row 15",K1_Q1 Content completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r015/H002,plate-card-r015,Editorial plate card - XIV - North Light,deliverables/plate-card-r015.pdf,"“Editorial plate card - XIV - North Light” (plate-card-r015.pdf) contains no invented portrait or photograph, no made-up picture appears on the card.","Source table lumen_platecard_roster.csv, row 15",K1_Q3 Constraint compliance,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r002/H003,plate-card-r002,Editorial plate card - I - Above Sennet Cove,deliverables/plate-card-r002.pdf,"“Editorial plate card - I - Above Sennet Cove” (plate-card-r002.pdf) is delivered with the other thirteen cards, plate-card-r003.pdf through plate-card-r015.pdf, as separate files.","Output register: plate-card-r002 to plate-card-r015, fourteen single cards plus the combined run",K1_Q4 Deliverable completeness,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r002/H004,plate-card-r002,Editorial plate card - I - Above Sennet Cove,deliverables/plate-card-r002.pdf,On “Editorial plate card - I - Above Sennet Cove” (plate-card-r002.pdf) the plate title “Above Sennet Cove” is larger than the caption text.,"lumen_platecard_roster.csv, row 2: plate title Above Sennet Cove and its caption",K5_Q2 Information hierarchy,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H004,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,The masthead on “Autumn editorial issue” (autumn-issue.pdf) reads exactly “Lumen Quarterly”; a wrong or misspelled title makes the issue unusable.,Brand name Lumen Quarterly; scanned printed cover lumen_cover_scan.jpg,K1_Q5 Critical failure check,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H005,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,The masthead on “Autumn editorial issue” (autumn-issue.pdf) is printed in the brand colour “Masthead Ink” (#1F3A3C).,Brand identity palette: Masthead Ink #1F3A3C,K2_Q3 Brand-system compliance,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H006,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,"The article body text in “Autumn editorial issue” (autumn-issue.pdf) is set in a serif book face, as the brand typography specifies.",Brand identity typography: a readable book face for the two thousand word body; display serif for masthead and openers,K2_Q3 Brand-system compliance,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H007,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,"The photo captions in “Autumn editorial issue” (autumn-issue.pdf) are set in a sans serif face, as the brand typography specifies for captions.","Brand identity typography: a quiet sans for captions, credits and folios",K2_Q3 Brand-system compliance,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H008,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,The masthead on “Autumn editorial issue” (autumn-issue.pdf) is recognizably the same wordmark as the scanned printed cover lumen_cover_scan.jpg.,"Supplied asset lumen_cover_scan.jpg, the only proper record of the wordmark",K2_Q4 Identity fidelity,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H009,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,The largest text on page 1 of “Autumn editorial issue” (autumn-issue.pdf) is the masthead “Lumen Quarterly”.,Brand identity typography: display serif for the masthead; scanned cover lumen_cover_scan.jpg,K5_Q1 Primary-message recovery,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H010,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,On the article's opening page in “Autumn editorial issue” (autumn-issue.pdf) the article title from lumen_autumn_copy.md is the largest text on that page.,"Approved copy lumen_autumn_copy.md, article title; brand typography: display serif for openers",K5_Q1 Primary-message recovery,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/autumn-issue/H011,autumn-issue,Autumn editorial issue,deliverables/autumn-issue.pdf,On page 1 of “Autumn editorial issue” (autumn-issue.pdf) the masthead “Lumen Quarterly” sits above every other line of text.,Scanned printed cover lumen_cover_scan.jpg shows the masthead at the head of the page,K5_Q2 Information hierarchy,
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,Human,LAYOUT-14/plate-card-r004/H003,plate-card-r004,Editorial plate card - 3 - Emory Vaughn,deliverables/plate-card-r004.pdf,"The person on “Editorial plate card - 3 - Emory Vaughn” (plate-card-r004.pdf) is recognizably the same person as in lumen_autumn_essay_07.jpg, with the face unaltered.","Supplied asset lumen_autumn_essay_07.jpg, named for row 4 in lumen_platecard_roster.csv",K2_Q4 Identity fidelity,
SB3-060-LAY,Aldervale Mutual - District insurance counter-card run,Layout & Data,Auto,LAYOUT-15/producer-card-r002/A001,producer-card-r002,District insurance counter card - Raymond Hollis,deliverables/producer-card-r002.pdf,“District insurance counter card - Raymond Hollis” (producer-card-r002.pdf) is present in the delivery package.,Automatic check: file is present.,,
