Task code,Task name,Family,Brand,Tagline,Sector,Founded / place / size,About,Audience,Price positioning,Personality,Palette,Typography,Voice,Values,Brand assets status
SB3-076-LAY,Cellar and Cru - Autumn shelf-talker campaign,Layout & Data,Cellar & Cru,Wine worth the walk down the side street,An independent fine wine merchant selling across the counter to retail customers and to restaurant buyers building by the glass lists.,"Established 2009, on a side street off the main shopping run in Edinburgh, Scotland. A small counter operation, one or two on the floor, an owner who buys the list himself.","Cellar & Cru is a merchant, not a shop that happens to sell wine. The owner tastes and chooses every line, and the selection changes with the season. When there is one of us on the floor and eleven people in, the shelf card is how a wine sells itself, so the card carries the grower, the region, the vintage, our note, the score and the price.","Confident domestic drinkers and restaurant buyers aged 40 to 65 who read a shelf card the way a reader reads a review, and who treat visual noise as a signal about the wine behind it.","Independent fine wine. Bottles from 14 pounds to 220. The card is restrained and led by grower, region and vintage: generous white space, the score present but small, the price plain in the run of the line. Never the supermarket aisle, never fashion brand minimalism that hides the vintage.","restrained, knowledgeable, understated, confident, grower led, unshowy","Cellar Ink #23282B
Claret #6B2434
Vine #4A5A3C
Brass Key #9A7B3F
Chalk White #F1ECE1
Stone Grey #9B958A","Wine names set in Arnhem Pro (oldstyle serif) Normal at 17 pt on 20 pt, with the buyer's note in the same face at 8.5 pt on 11.5 pt. Regions, vintages, scores and prices take Akzidenz-Grotesk Next Regular: the region in letterspaced small caps at 7 pt, the house signature, the vintage and price at 9 pt in lining figures, the score at 7 pt. Never set a wine name in the grotesque, and never italicise the price.","Direct, measured and honest, the owner describing a wine as if standing beside you. It says what a wine is and is not, without hyperbole. Example: A co-op red that drinks well above its price, so long as you open it an hour before.","A selection chosen by one buyer with a point of view, and a shop floor that sells wine honestly even when nobody is free to talk.","The original mark artwork went with the designer who moved abroad. The only clean version we hold is a photograph of the letterpressed compliments card he had made for us, carrying the mark at about 45mm. The autumn list, buyer's notes, scores and prices arrive from the till export."
SB3-077-LAY,Vanguard Motors - Forecourt sales card system,Layout & Data,Vanguard Motors,"Bought carefully, sold plainly",An independent prestige used vehicle dealership selling to retail buyers and part exchange customers from a single forecourt.,"Established 2006, one forecourt in Harrogate, North Yorkshire. A small independent holding about fourteen cars at a time, buying selectively rather than to volume.","Vanguard holds around fourteen carefully bought cars at a time and sells to people who have already decided roughly what they want and are choosing where to buy it. The card in the windscreen is the first thing a buyer meets, before anyone walks out, so it has to answer their two questions honestly: what is this car, and what does it cost.","Private retail buyers aged 35 to 60 who have narrowed the choice online, driven a distance to see one specific car, and are deciding whether this dealer is careful.","Independent prestige used. Cars from 18,000 pounds to 95,000. Photograph forward and quiet: one large honest picture of the actual car, a short spec of what differs between examples, the price plainly set and the finance line legible but secondary. Never the budget lot register, never a manufacturer brochure with no price.","careful, quiet, plain spoken, prestige, dependable, unshowy","Midnight #161B26
Vanguard Steel #4A5560
Chrome Silver #B7BEC4
Brushed Pewter #8A8E93
Signal White #F2F3F1
Marque Red #8C2A2E","The marque and model line sets in Tiempos Headline Semibold 600 at 34 pt on 38 pt. Everything else runs in Suisse Int'l: the spec block Regular 11 pt on 15 pt, the price Medium 48 pt in lining tabular figures, mileage and registration Regular 10 pt, the broker finance footer Regular 7.5 pt on 10 pt. A quiet serif marque above a sans price is the Vanguard signature. Never set the price in the serif, and never run the finance footer in capitals.","Factual, unhurried and confident, a dealer who lets the car and the spec do the talking. No exclamation, no urgency. Example: One owner, full history, the colour it says on the card and the colour it is on the forecourt.","Cars bought with care and sold without spin, and a forecourt where the card and the vehicle always agree.","The shield artwork is long gone. The only clean version we hold is a photograph of the pressed and painted aluminium plate above the office door, weathered by several winters, carrying the shield at about 180mm. The current stock, specs and prices arrive from the stock feed, and the finance wording is fixed by the broker."
SB3-078-LAY,Continental Cup - Squad press and partner kit,Layout & Data,Continental Cup 2026,"The whole squad, under the lights.","Officially licensed collectible trading cards for a touring North American and European club football tournament, sold into grocery, newsstand and hobby channels through a national licensing partner.","touring competition, Western Europe and North America; canonical context for the repeat-client series.","Continental Cup 2026 is the repeat client for this benchmark series. The canonical client context is touring competition, Western Europe and North America, and this commission covers phase 2: squad press run and partner files.","Collectors aged sixteen to forty five who buy officially licensed sets beside other marquee cards, in grocery aisles, at newsstands and in hobby shops. They notice when a card in the pack looks like it came from somewhere else.","A flagship licensed pack retailing around fourteen dollars, positioned above community and league sets and below fine-art prints. It must read as a marquee cup collectible, saturated and cinematic, never as a cheap programme or a gallery piece.","dramatic, floodlit, high-contrast, premium, collectible, energetic","Pitch Black #0B0E12
Floodlight Gold #E7B24C
Deep Field Green #123A2A
Steel Rule #8A94A0
Card White #F4F1EA
Kit Crimson #B4232B","Player surname and squad number set in Druk Wide Bold 700, all caps, that scoreboard weight being the set signature: on the A4 press sheets the surname runs 40 pt and the number 96 pt, on the 1080 by 1350 partner graphics the surname runs 84 px and the number 220 px. Position, club line and set year take Trade Gothic LT Condensed No. 18 Regular at 12 pt in print, 28 px on screen. Never set the squad number in the condensed sans.","Bold, terse, terrace-proud. Copy is short and declarative. Example line the brand would write: 'Eighteen players. One set. Every card earns its place in the sleeve.'","A licensed set is a promise: every player is who the card says, and the look holds across the whole squad rather than favouring a hero. Consistency in the sleeve is the product.",There is no surviving design file or logo artwork. The tournament mark now exists only on printed things: the sole reference is a handheld photograph of a pitch-side sponsor board carrying the mark in one deep ink on a pale board. It has to be recovered as usable artwork before it can be placed at any size.
SB3-079-LAY,Ferncroft Nursery - Spring plant tag system,Layout & Data,Ferncroft Nursery,Grown for the people who ask where it came from.,"Retail horticulture: an heirloom specialty nursery and garden centre selling perennials, herbs, shrubs and a short specimen list from its own benches across four planting departments.","A small heirloom grower in Litchfield County, Connecticut, selling from its own benches, with a growing office and four department benches each tended by a different person.","Ferncroft Nursery grows heirloom and specialty stock for gardeners who read the botanical name first. Everything is sold off the bench with a tag that reads like a plant person wrote it. Spring opening is the last Saturday of April, and every plant on the rack needs its tag by then.","Gardeners aged thirty five to sixty five who buy for provenance, read the Latin name, and ask where the stock was grown. They distrust a rack where one tag looks like a different shop.","An heirloom specialty grower at eighteen to ninety five dollars a plant, above the six dollar big-box rack and below a fine-press botanical print. The tag is provenance-led and botanical-forward: the Latin carries, the price sits small, the photograph is a supporting note.","heirloom, provenance-led, botanical, quiet, trustworthy, seasonal","Slate Grey #4A4E48
Fern Green #3E5A34
Bench Cream #EFE9DC
Terracotta #B0623D
Bark Brown #6B4E36
Sage #9AA988","Common name in Freight Text Pro Medium at 28 pt on the 148 by 210 mm tags and 14 pt on the 55 by 85 mm department tags. The botanical Latin sits directly beneath in Freight Text Pro Book Italic, 15 pt and 9 pt, and that italic Latin line is the Ferncroft signature. Care line, pot size and price take National 2 Regular at 9 pt on 13 pt, price 8 pt. Never set the price larger than the Latin.","Warm, knowledgeable, unhurried, the voice of a grower. Example line the brand would write: 'Slow to establish, then generous for decades. Give it morning sun and patience.'","Provenance and honesty on the bench: the name on the tag is the right name, and the whole rack reads as one careful hand. Restraint signals quality here.","There are no design files. The two tags the printer ran last spring survive only as press PDFs, and the nursery mark exists only routed and painted into the slate sign at the gate, captured in one handheld photograph. The mark and the printed care icons have to be recovered before they can go anywhere new."
SB3-080-LAY,Marrow and Vane - Exhibition wall-label system,Layout & Data,Marrow and Vane,The work carries the room.,Arts and culture: a mid-career commercial gallery mounting selling exhibitions of contemporary work for collectors and institutional curators.,"A commercial gallery in Philadelphia hanging across three rooms, run by a director with a small registrar and installation team.",Marrow and Vane is a Philadelphia gallery that mounts selling shows for collectors and curators. The house look is austere and generously spaced: the label and the checklist stay quiet so the work carries the room. Their autumn exhibition hangs forty one works by nine artists across three rooms.,"Collectors and institutional curators, plus a press list. Readers who scan a medium line for provenance and expect the gallery to signal seriousness through restraint rather than through decoration.","Works from six thousand to eighty five thousand dollars. At this level the label is small, quiet type high on a large card with unprinted stock beneath, no rules, no colour, no logo on the card. It must read as a selling show, not a community group show and not a museum survey.","austere, institutional, restrained, considered, confident, quiet","Gallery White #F6F4EF
Warm Grey Ground #D8D3C8
Ink Black #1A1A18
Brass #9C7A3C
Graphite #55565A","One family across labels and checklist, Lyon Text. On the 105 by 148 mm labels the artist sits in Lyon Text Regular small caps at 9.5 pt letterspaced 80 units, the house signature, the work title in Lyon Text Italic at 9.5 pt, medium, date and dimensions in Regular 8 pt on 12 pt, the accession number in Regular 7 pt set in Graphite. The A4 checklist holds the same face at 9 pt on 13 pt. No bold anywhere, and never set the title upright.","Spare, precise, factual. The gallery states rather than sells. Example line the brand would write: 'Nine artists. Three rooms. Eighteen September through the second of November.'",Restraint as respect for the work: the label serves the art and the record is accurate to the last accession number. The institution shows its seriousness by staying quiet.,"There is no layout file for the labels; only the printer's spring press PDF survives as the look to keep. The gallery mark exists as an etched brass plate beside the door and a single photograph of it, and has to be recovered as real artwork before it can sit on the checklist."
SB3-081-MOT,Ember and Oak - Restaurant launch reel system,Motion & Audio,Ember and Oak,What fire does to good meat.,"Food and beverage: a wood fired neighbourhood grill serving walk-in trade and delivery, opening a second room.","A single-room wood fired grill on the west side of Providence, Rhode Island, opening its second room in launch week, run by a small owner-operator team.","Ember and Oak is a wood fired grill on the west side of Providence, one hearth you can see from every table, mains around thirty four dollars. Launch week opens the second room. The brand is fire, char and appetite: warm, loud and alive, built to make somebody hungry in the first two seconds.","Walk-in diners on the west side deciding in the time it takes to scroll past, plus delivery orders. Neighbourhood people who want a room that feels alive, not a tasting menu and not a value grill.","A casual premium wood fired grill, mains around thirty four dollars. The grade runs warm, the cut is fast, the food fills the frame and the type is bold and immediate. Never moody fine dining, never a discount grill with a deal burned across the frame.","warm, high-energy, appetite-first, unpretentious, loud, hearth-lit","Charcoal #1C1815
Ember Orange #D9622B
Flame Yellow #F0A93B
Oak Brown #7A4A2E
Cream #F1E7D4
Char Red #8E2B22","Sentinel Black (slab serif) sets dish names and the end card line, warm and heavy enough to hold over fire behind it: dish name 96 px on the 1920 by 1080 cut, end card line 72 px. Atlas Grotesk carries the supporting copy, the one line description Medium at 34 px and the price Bold at 40 px. The two word ring lockup is recovered artwork and is placed, never retyped. Never set a dish name in Atlas Grotesk, and never set the price in italic.","Warm, direct, hungry. Short lines with heat in them. Example line the brand would write: 'The chop, the char, the fire you can see from your table. Second room now open.'","Appetite and honesty: show the real food from the real service, and make the room feel like what it is. The reel should read like the room smells.","The mark survives only as a small raster: a two word lockup inside a thin ring, sitting on a cream square baked into the picture rather than behind it. It has to be recovered as clean, placeable artwork before it can go on the end card or the window poster."
SB3-082-MOT,Ironwood Kitchen - Product launch video package,Motion & Audio,Ironwood Kitchen,"Real lunch, in the case by half ten",Fast casual grab and go: high protein meal prep bowls sold from a counter case and by office park delivery.,"Founded 2019, Providence, Rhode Island, two counters and three office park delivery routes run by a small kitchen crew.","Ironwood Kitchen builds honest, high protein bowls for the office lunch run, in the fridge case by mid morning and gone by early afternoon. We are a working kitchen, not a tasting room. The promise is simple: food you would actually eat at your desk, twelve dollars, nothing invented and nothing dressed up.","Office workers 24 to 45 on a weekday lunch run with roughly eleven minutes to spend, buying on macros, speed and trust rather than on spectacle.","Twelve dollars a bowl, the everyday middle of grab and go. Above a supermarket meal deal, well below a chef counter. We are not a tasting menu and never pretend to be one.","bright, plain spoken, fast, clean, honest, unfussy","Bench White #F6F5F1
Ink Charcoal #23262A
Field Green #3F7D4E
Salsa Clay #E2593B
Steel Grey #9AA0A6","Suisse Int'l (neo grotesque) carries the whole package, one family and nothing else. Bowl names set Bold at 88 px on the 1920 by 1080 cut, the price Bold at 64 px, the allergen and macro line Regular at 28 px on 38 px leading, the closing wordmark line Medium at 72 px. Names and price track tight, minus 2 percent. Never bring in a second typeface, never set a script or an italic, and never let one claim card carry two claims.","Direct, warm, counter honest, one thought per line. Example: ""Twelve bucks, in the case by half ten, gone by two. That is the whole promise.""","Feed people well and tell the truth about what is in the bowl. The allergen line and the macros are not marketing, they are the deal.","No brand kit survives. The wordmark exists only as a flat picture on a white ground, exported by a designer who has since left, with no vector file and no source anywhere. Everything else is a photograph or a spreadsheet."
SB3-083-MOT,Halden Greens - Creator ad and social cutdowns,Motion & Audio,Halden Greens,"Greens, without the sales pitch","Direct to consumer daily greens powder sold online on a monthly subscription, creator seeded.","Founded 2023, Portland, Oregon, online only, a small founder led team with a growth lead and three seeded creators.","Halden Greens is a daily greens powder people actually keep drinking, sold by subscription to buyers who have already been let down by a supplement that promised too much. We grow by putting the product in real kitchens and letting real people talk, not by looking like an advert. That distrust of polish is the brand.",Health literate adults 25 to 40 who are specifically wary of supplement marketing and trust a friend's recommendation over a glossy campaign.,"Fifty nine dollars a month on subscription. Priced as a considered daily habit, above the fifteen dollar tub and below the studio shot premium brands. The money is real, so the look must never be.","plain, sceptical friendly, unpolished, honest, warm, low key","Halden Green #2E5E45
Mint Lid #BFE3CB
Kitchen Cream #F4F1E8
Counter Charcoal #1F2320
Clay Accent #C77B4E","Söhne (neo grotesque) in Buch and Kräftig only, nothing heavier. On the 1080 by 1920 cuts the hook sets Buch at 62 px on 76 px leading, so it reads like a caption somebody typed rather than a headline. Supporting captions run Buch at 40 px, the subscription action line Kräftig at 46 px, the compliance line Buch at 26 px. No third weight, no italic, no outline or drop shadow, and never set a hook in capitals.","Conversational, honest to a fault, a little self aware, never hype. Example: ""We are not going to tell you it changed our life. It is greens. You drink them in the morning.""","Say only what we can stand behind. Claims live inside the category compliance sheet, and anything the sheet forbids does not run, however good the line.","The wordmark exists only as a flat export, dark disjoint letters on white, with no vector source. The brand green panel is fixed and every cutout has to hold against it. Some earlier photography still shows a previous tub label and should not be reused."
SB3-084-MOT,Sable and Finch Realty - Property listing tour package,Motion & Audio,Sable and Finch Realty,"The North Shore, unhurried",Residential real estate: a boutique agent team listing coastal single family homes on Massachusetts' North Shore.,"Founded 2016, Marblehead, Massachusetts, a four agent residential team running four or five listings a month.","Sable and Finch Realty sells character homes along the North Shore to move up families who are choosing carefully between a small number of houses. We present a property the way a buyer wants to feel about it: calm, warm and reassuring. Our work is quiet on purpose, because at this price calm reads as confidence.","Move up buyers roughly 35 to 48 with children, weighing this house against three or four comparable homes in the same school district, who need the facts on screen and the feeling in the frame.","Homes around and above 1.2 million dollars, the established coastal middle of the market. Presentation sits between a fast starter home listing and a near silent luxury film, and must read as neither.","calm, warm, considered, trustworthy, unhurried, understated","Sable Ink #2B2724
Finch Gold #C9A24B
Shell #EFE9DE
Harbor Slate #3E5567
Sea Mist #8FA79E","Tiempos Headline Regular (warm text serif) sets the address and every heading, the address at 58 px and section headings at 44 px on the 1920 by 1080 cut. National 2 (restrained sans) carries the facts: beds, baths and school district Regular at 30 px on 42 px leading, the price Medium at 34 px, the fixed disclosure line Regular at 20 px. Evening warmth over crisp cool. Nothing sets in capitals, nothing sets bold, and the price never sets in the serif.","Warm, measured, reassuring, never a hard sell. Example: ""Two streets back from the water, shingled, and the porch light is already on.""","Honest presentation of a real property. Every figure a buyer relies on, the price, the bed and bath count, the school district and the disclosure line, must be exactly right on every piece.","There is no packaged brand kit. Last season's open house card survives only as the printer's press PDF, and the on screen captions have always been rebuilt by hand each listing. Colour and type live in prior collateral rather than in a guideline anyone can hand over."
SB3-085-MOT,Sterling Row - Residence launch film and viewing package,Motion & Audio,Sterling Row,Nine residences. No hurry.,"Luxury residential: full floor residences in a converted warehouse block, sold through a single broker's video channel.","Founded 2022, a converted warehouse block of nine full floor residences, sold one at a time through one broker's channel of three or four videos a month.","Sterling Row is nine full floor residences in a converted warehouse block, starting just over four million dollars, sold to buyers who are not in a hurry and have seen everything. The channel is where most buyers first meet the broker, so every piece has to feel made by one hand. Restraint is the whole proposition: these buyers are reassured, not persuaded.","Ultra high net worth buyers, typically on their third or fourth property, reassured by evidence and calm rather than by benefit claims, who still need the floor, the square footage and the exposure before they ask to view.","Full floor residences from just over four million dollars, the top of the market. Presentation sits near neutral and deliberately small: anything that looks like a promotion reads, at this tier, as a building that is struggling to sell.","restrained, prestige, quiet, assured, precise, understated","Near Black #14161A
Cast Brass #B08D57
Stone Grey #6E7378
Warm White #F2F1ED
Slate #2C333A","Neue Haas Grotesk Display 55 Roman sets the opening card and the viewing line, small and calm at 42 px on the 1920 by 1080 cut. Neue Haas Grotesk Text 55 Roman carries the residence facts, labels at 20 px letterspaced plus 6 percent, tabular figures for the floor and square footage at 26 px, the fixed disclosure at 16 px. The brass plaque wordmark is reproduced as artwork, never retyped. Nothing sets bold, nothing sets in a serif, and no card line runs past five words.","Spare, composed, confident without pressure. Example: ""Nine residences. Full floor. Sold one at a time, to buyers in no hurry.""","Discretion and accuracy. The developer's restraint rules and disclosure lines are contractual, and the brand is protected by never looking like it is selling.","The only surviving version of the wordmark is a handheld photograph of the cast brass plaque mounted in the lobby, lit from one side. There is no vector file and no clean scan. The developer's spec sheet exists only as a printed PDF, and the disclosure wording is fixed and cannot be changed."
SB3-086-MOT,Meridian Academy - Lesson video package,Motion & Audio,Meridian Academy,Practical skills for people who already have a job.,Professional education (self-paced online academy),"Founded 2021 in Portland, Oregon. A four person team running one course.","Meridian Academy sells a single self-paced program, Operations Analytics for Working Managers, at two hundred and ninety dollars. Our learners are thirty to fifty, mid-career, watching lessons late at night after their own workday. We are not a bootcamp and we are not a university. We teach one useful thing well and we respect the viewer's time and intelligence.","Working managers aged thirty to fifty, paying with their own money, fitting the course around a full-time job. They want a working skill, not a transformation story, and they distrust anything that feels like marketing.","Mid-market. A two hundred and ninety dollar considered purchase. The register sits between an impulse-priced tutorial and a formal institution: competent, quiet, self-funded professional development.","Plain, Adult, Calm, Credible, Unhurried","Deep Slate #2E3A45
Cream Stock #F4EFE4
Ink Charcoal #1C232A
Muted Sage #7C8A78
Warm Grey #B7B0A4","Tiempos Headline (serif), Semibold, sets lesson topics: 96 px on the 1920 frame, 72 px on the vertical cutdown. Untitled Sans (grotesque) Regular sets teaching cards at 54 px on 68 px leading, captions 38 px, and the lesson label in Medium at 34 px. The signature is the recovered crest: small caps lettering inside the laurel ring, Ink Charcoal (#1C232A) on Cream Stock (#F4EFE4). Never set the crest lettering in Untitled Sans, and no italics on the lesson label.","Direct, warm, matter of fact. Speaks to a peer, not a beginner. Short sentences, no hype, no exclamation. The tone of a good colleague explaining something over coffee.","Respect for the learner's time, honesty about what the course does and does not cover, and production that is clear and quiet rather than loud.","Brand files are largely gone. When we changed studios the original crest design file was lost, and the mark now survives only on the completion certificates we had printed two years ago: an enclosed laurel ring with small caps type set inside it and a rule beneath, in one deep ink on cream stock. We would like it recovered as artwork we can use at any size. No usable logo vector, colour spec sheet or type licence exists on our side."
SB3-087-MOT,Norvant - Product explainer motion system,Motion & Audio,Norvant,Workflow automation for finance and operations.,"Technology, B2B SaaS (workflow automation)","Founded 2022 in Minneapolis, Minnesota. An eleven person company with no in-house designer.","Norvant is workflow automation built for finance and operations teams. Seats are one hundred and forty dollars a month, and nothing gets bought without three people signing off, so everything we put out has to look like it was made by people who know what they are doing. We are a small team shipping a serious tool, and our March release is the work the whole company has been building toward.","A buying committee of three in finance and operations, with a procurement review mid-cycle. They are looking for evidence of seriousness and real numbers, and they lengthen the cycle the moment something feels like consumer marketing.","Considered B2B mid-market. One hundred and forty dollars per seat per month, committee-approved. Not self-serve impulse software, and not heavyweight enterprise. A tool an operations lead can adopt in an afternoon and defend to a controller.","Serious, Precise, Quiet, Credible, Grown-up","Slate #33404B
Amber #E0A02C
Ink Near-Black #191F24
Paper White #F6F4EF
Cool Grey #8A929A","Suisse Int'l (neo grotesque), Medium, sets headings and the release name: 110 px on the 1920 frame, 84 px on the vertical cutdown. Söhne Buch (grotesque, 400) sets claim cards at 54 px on 70 px leading and the registration address at 40 px. Söhne Mono 400 carries figures and audit labels at 32 px. Slate (#33404B) type on Paper White (#F6F4EF), with Amber (#E0A02C) used once per film. Never set a claim card in Suisse Int'l, and no italics anywhere.","Plain, specific, confident without selling. States what the product does and lets the facts carry it. No stock smiles, no superlatives. Tells people directly what is and is not true.","Seriousness you can verify, restraint over noise, and plain honesty about what we could and could not do.","Brand files went with the agency that made them. The mark now survives only as the sign on our reception wall: a hexring glyph beside the wordmark, cut in slate on a brushed metal panel. Last year's regional event card exists only as the print-ready file we sent to the printer. We need the mark recovered as scalable artwork and this year's card run rebuilt from last year's file so it matches. No editable logo source, colour build or master template remains on our side."
SB3-088-MOT,SentinelMesh - Product demo and narration package,Motion & Audio,SentinelMesh,Catch the risky moment. Coach it away.,"Enterprise cybersecurity software (human cyber risk platform, SaaS)","Founded 2022 in Denver, Colorado. Roughly 40 people, venture-backed, entering its first full launch quarter.","SentinelMesh reduces human cyber risk for regulated enterprises. The platform watches for the risky moment, runs an adaptive simulation, and coaches the person in real time, closing the gap between security policy and daily behavior. We sell to CISOs and IT directors on annual contracts and we win on trust, precision, and proof that the product does what we say.","CISOs, IT directors, and the security engineers reading over their shoulder at mid-market and enterprise organizations. Technical, skeptical, and short on patience for hype.","Premium enterprise. Annual contracts from 40,000 to 90,000 dollars. Everything we ship has to read as a considered purchase a security leader can defend internally, never as a self-serve consumer app.","Precise, Restrained, Credible, Quietly confident, Grown-up","Sentinel Navy #0B1B2B
Deep Slate #16283A
Signal Cyan #2FB6C4
Cloud Grey #D9DEE3
Paper White #F5F7F8","One humanist family throughout: Whitney (humanist sans). Whitney Semibold sets claim cards at 56 px and the closing card at 84 px on the 1920 frame, 64 px on the square cut. Whitney Book sets lower thirds at 34 px and interface labels at 28 px, with Whitney tabular figures for any number. Paper White (#F5F7F8) type on Sentinel Navy (#0B1B2B), Signal Cyan (#2FB6C4) as the single accent. Never introduce a second family, and never set a claim card in caps.","Plain, exact, and calm. We state what the product does and let it read as cleared rather than sold. We avoid fear language, exclamation, and buzzwords. One accent, one idea per line.","Trust earned through evidence, restraint over spectacle, clarity for a technical buyer, and claims that are cleared before they are spoken.","Our designer built the original identity and left the company, and that working file left with him. What survives is a flat export of the mark on white and a phone photo of our trade show banner, neither of which is the source artwork. The mark needs to be rebuilt as usable artwork that sits correctly on our dark navy ground."
SB3-089-MOT,Voltcast - Podcast short and audio treatment,Motion & Audio,Voltcast,Real tests. No press releases.,"Independent consumer-technology review channel (media, sponsor-funded)","Started 2020 in Portland, Oregon. A two-person operation with a mid six-figure subscriber base, publishing several times a week.","Voltcast is an independent consumer-tech review channel run by two people out of Portland. We buy or borrow the gear, run it hard, and say what we actually think. Episodes go out long-form to the main feed plus vertical and square shorts. About a third of the revenue is sponsor money, so the grid has to look like one channel and the sponsor read has to be exactly right.","Enthusiast buyers and everyday shoppers who want an honest verdict before they spend. They follow us because we are not the manufacturer, and they can tell the difference.","Mid-tier creator economy. A sponsor integration is worth a few thousand dollars and renewal depends on how the segment looks. The channel has to read as a credible independent reviewer, never as broadcast gloss and never as raw phone-shot filler.","Independent, Plain-spoken, Hands-on, Trustworthy, Unfussy","Volt Orange #F26A1B
Card Charcoal #181A1D
Bench Grey #3A3E44
Panel White #F2F2EF
Muted Steel #8A9199","Neue Haas Grotesk Display 75 Bold sets the verdict word and episode label: verdict 96 px on the 1080 square, 120 px on the vertical, label 40 px. Inter Regular sets body and sponsor copy at 30 px on 42 px leading, with Inter Medium tabular figures for spec numbers at 34 px. The signature is the verdict word in caps, Volt Orange (#F26A1B) on Card Charcoal (#181A1D). Never set the disclosure line below 24 px, and no italics on specs.","Direct, dry, and unhyped. We talk like a person who has actually used the thing. Sponsor copy runs as written and the disclosure line is exact. We never oversell.","Independence from the manufacturers we cover, honesty about what we tested, consistency across the grid, and respect for the audience that trusts the verdict.","The channel bug exists only as a flat export on white and we have no editable brand kit. On-screen cards get rebuilt from scratch every episode, which is the problem we want solved. We need the bug prepared as reusable artwork and the card set delivered as a file we can reopen and change each week."
SB3-090-MOT,DAYDRIFT - Vertical interview short series,Motion & Audio,DAYDRIFT,"Two chairs, one long conversation.","Independent long form interview podcast with a YouTube channel, one guest per episode, made and recorded in the show's own room.","Started 2021 in Portland, Oregon. A two person show: two hosts, one room, nine episodes a season.","DAYDRIFT is a slow, unhurried interview show built around one guest and one real conversation that runs the better part of an hour. It is made by two people in a room they know well, funded by a small paying membership and one renewing sponsor. The promise is intimacy: you are sitting in on a talk between people who like each other, not watching a broadcast.","Regular listeners aged thirty to fifty, most of them listening at work through the day. About two hundred paying members at eight dollars a month, plus a few thousand free listeners who click through to the channel page.","Membership at eight dollars a month with one modest renewing sponsor. Squarely independent: above hobby, well below a network production. The look must read considered and hand made, never broadcast and never scrappy meme.","warm, unhurried, considered, hand made, domestic, sincere","Lamplight Amber #C68A4E
Deep Room Brown #3A2E26
Foam Cream #EDE4D3
Slate Ink #2B2B2E
Muted Sage #7C8471","Lyon Text (humanist serif), Regular, sets episode titles and cover topics: 64 px on the 1080 by 1350 covers, 78 px leading, and 72 px on the trailers. Cronos Pro Light (humanist sans) sets guest credits at 34 px and dates and the sponsor line at 26 px. The show name stays the hand drawn lettering from the mic flag, Foam Cream (#EDE4D3) on Deep Room Brown (#3A2E26). Never typeset the show name, and never set a cover topic in a sans.","Plain, warm and a little understated, the way two friends actually talk. We never oversell a guest. Example line the brand would write: ""Episode eight. We sat down with her for an hour and did not want it to end.""","Honesty and warmth over polish. The show would rather be small and real than slick, and it wants a look it can keep running itself next season without re commissioning.","There are no brand files left. The show name only survives as artwork on the foam flag on the microphone, drawn years ago by a friend who has since moved away and left no source file. Last season's printed episode card exists only as the print file the printer returned. Everything else has to be rebuilt from those."
SB3-091-MOT,STATIC FOX - Thumbnail and animated channel package,Motion & Audio,STATIC FOX,Co op disasters and bad decisions.,"Mid tier comedy gaming YouTube channel: co op gameplay, reaction humour and a weekly members stream.","Running since 2019 out of Manchester, England. One creator with a home setup, six uploads a month plus a Sunday members stream.","STATIC FOX is a loud, fast comedy gaming channel built on co op chaos and the creator's on camera reactions. Around four hundred thousand subscribers watch for the disasters, the bad calls and the running jokes. The videos land once people click, so the whole brand fight happens on the thumbnail, in the feed, at a glance.","Mostly fifteen to twenty five, watching in a crowded feed on phones. They want energy and payoff, not taste. Income comes from advertising and channel memberships.","Mid tier creator funded by ad revenue and memberships. The work has to be loud, saturated and heavy on the face and the moment, because that is what wins the click at this level. Restrained and tasteful reads as the wrong channel; pure noise stops reading as one channel at all. Loud and coherent is the line.","loud, chaotic, playful, irreverent, high energy, unpretentious","Fox Orange #FF5A1F
Static Purple #7A2FF2
Acid Signal #B6FF2E
Jet Black #101014
Signal White #FFFFFF","Titles are set in Druk Condensed Super (condensed sans, 900 weight), all capitals, tracking tight, at 190 px on the thumbnails and stepping down to 96 px on the long titles so nothing clips. Supporting lines, tags and the end card use Founders Grotesk Bold (grotesque sans, 700) at 54 px, on screen credits at 40 px. The channel signature is a hard black outline and drop shadow on every title word. Never set a title in the grotesque, and never use a light weight.","Fast, funny, self deprecating and a bit chaotic, always in on the joke. Example line the brand would write: ""We had one job. We did not do the job. New one up now.""","Repeatability and independence. The creator wants a set that looks like one channel and a file they can keep editing themselves, so they never have to pay for a new one when a title changes.","The mascot, Scrap the fox in a headset, was drawn two years ago and survives only as a flat shaded render on a dark panel, with no clean cutout. The merch fox head emblem's original file is long gone and exists only as a photo of the embroidered patch on the creator's hoodie. There is no brand kit; titles and catchphrases live in a text file."
