Task code,Task name,Family,Legacy ID,Client brief,Outputs,Assets,Auto verifiers,Human verifiers,S3 prefix,Review page,Release status
SB3-056-LAY,Lanternwood Folk Fest - Performer credential system,Layout & Data,LAYOUT-11,"Performer laminates for Lanternwood, rebuilt from last year's printed artwork

Twenty-two people need correct performer laminates. Our designer left in 2024, and the usable starting point is last year's printed artwork. We need a production designer who will rebuild the run carefully, not carry last year's names or fields into new passes.

The commission

 Performer credential: 23 named exports. The access category matches the performer record. The portrait belongs to the named performer. The credential remains readable when worn.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",24,19,160,310,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-056-LAY__lanternwood-folk-fest-performer-credential-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-11,held
SB3-057-LAY,Umbra Loft - After Dark event campaign,Layout & Data,LAYOUT-12,"After Dark: a coherent poster and social campaign from six different nights

Umbra Loft's autumn programme needs to feel like a series, even though our six usable archive photographs were shot under six different lighting rigs. We want a strong two-colour and grain treatment that actually lives in the images, not a collection of unrelated pictures behind matching text.

Deliverables
1. After Dark poster direction: 3 named exports. The billing order follows the supplied list. The event information is readable.
2. Promoter pitch deck: 1 named export. The three directions are meaningfully distinct. The sequence explains the series identity.
3. Night release post: 9 named exports. The date matches this event. The ticket action is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",16,13,65,151,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-057-LAY__umbra-loft-after-dark-event-campaign/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-12,held
SB3-058-LAY,Marisol Cove - Shoulder-season hospitality campaign,Layout & Data,LAYOUT-13,"Shoulder-season hospitality campaign built from carefully matched photography

Marisol Cove needs a shoulder-season campaign that reflects the light we actually have. Most of the coastal pictures will be licensed; the usable room photographs are ours. The work is to make them belong together, not to promise a different coast or a different property.

Please prepare
- Shoulder-season key visual: 1 named export. The pictured property is correctly identified. The offer preserves its conditions.
- Hospitality booking story: 1 named export. The booking action stays inside the safe area.
- Seasonal offer card: 10 named exports. The rate period is clear. The property identity is visible.
- Seasonal hospitality brochure: 1 named export. The offer is understandable without the original brief. The property imagery is truthful.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",17,16,65,148,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-058-LAY__marisol-cove-shoulder-season-hospitality-campaign/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-13,held
SB3-059-LAY,Lumen Quarterly - Autumn editorial issue,Layout & Data,LAYOUT-14,"Lumen Quarterly's autumn issue, with an editable layout and recovered masthead

The editor will still be moving copy close to publication. Lumen Quarterly needs an autumn issue document that remains genuinely editable, supported by a coherent fourteen-frame photo essay and a usable version of our scanned masthead.

Final handoff

 Autumn editorial issue: 1 named export. The complete approved article is present. The image order follows the editorial sequence. The masthead preserves the approved lettering. The page hierarchy supports sustained reading.

 Editorial plate card: 15 named exports. The plate caption matches this record. The image corresponds to the named plate.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",18,20,112,181,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-059-LAY__lumen-quarterly-autumn-editorial-issue/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-14,held
SB3-060-LAY,Aldervale Mutual - District insurance counter-card run,Layout & Data,LAYOUT-15,"Rebuild our insurance counter-card template and produce the district run

The printer who made Aldervale Mutual's counter cards has closed. We still have the press file and need a reusable production route, not a one-time approximation of the design.

Scope
1. District insurance counter card: 15 named exports. The compliance wording is reproduced without alteration. The contact information belongs to this producer. The rate qualification is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",16,18,104,212,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-060-LAY__aldervale-mutual-district-insurance-counter-card-run/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-15,held
SB3-061-LAY,Anvil and Oak - Gym opening member collateral,Layout & Data,LAYOUT-16,"Athlete cards and spotlight portraits for our gym opening

Anvil & Oak needs opening-roster cards and a consistent portrait set. Sixteen members were photographed across three evenings, and the colour differences are obvious when the portraits sit on our dark ground.

What we need back
- Opening-roster athlete card: 17 named exports. The portrait belongs to the named athlete. The athlete number is clear.
- Opening gym spotlight: 3 named exports. The gym identity is visible. The opening message follows approved copy.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",22,20,133,249,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-061-LAY__anvil-and-oak-gym-opening-member-collateral/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-16,held
SB3-062-LAY,Apexguard - Product label and dealer collateral system,Layout & Data,LAYOUT-17,"Dealer-ready roll labels and bay imagery for Apexguard

Our dealer meetings need a reliable label system, not another set of labels assembled one by one. Apexguard has three tiers that should read as one family, and the current stock export must control the product information.

The commission

 Product roll label: 13 named exports. The tier is identified accurately. The required installation copy fits at label size.

 Dealer range brochure: 1 named export. The product tiers are easy to compare. The uses are supported by the approved range data.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",16,19,98,179,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-062-LAY__apexguard-product-label-and-dealer-collateral-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-17,held
SB3-063-LAY,Kilnmore - Wholesale relaunch campaign,Layout & Data,LAYOUT-18,"Kilnmore wholesale relaunch: preserve the glazes across the full campaign

The relaunch needs to look like one Kilnmore range. We have fourteen captures from two very different mornings, covering thirteen pieces, and four glazes that customers must still be able to distinguish after correction.

Deliverables
1. Wholesale relaunch deck: 1 named export. The range story supports a trade buying conversation. The product facts are accurate.
2. Wholesale paid-social creative: 2 named exports. The trade enquiry action is visible.
3. Storefront range banner: 1 named export. Kilnmore is identified. The range remains recognisable.
4. Product specification tile: 13 named exports. The item geometry matches this record.
5. Wholesale range one-pager: 1 named export. The product hierarchy is clear.
6. Mark and type reference: 1 named export. The typography choices are identified accurately.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",25,19,97,232,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-063-LAY__kilnmore-wholesale-relaunch-campaign/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-18,held
SB3-064-LAY,Northwind Advisory - Team page and recruitment collateral,Layout & Data,LAYOUT-19,"Make eight advisers look like one firm across the site and leave-behind

Northwind Advisory's team photographs were taken on three separate mornings. At present, we look like three different firms. We need a coherent portrait treatment and the team page, capabilities leave-behind and announcement posts built around it.

Please prepare
- Advisory team-page composition: 1 named export. Each portrait is paired with the correct adviser. Professional credentials match the supplied record.
- Capabilities leave-behind: 1 named export. The sector offer is clearly structured. No unsupported credential is added.
- Recruitment announcement: 1 named export. The approved role or recruitment offer is clear. The application action is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",6,19,22,27,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-064-LAY__northwind-advisory-team-page-and-recruitment-collateral/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-19,held
SB3-065-LAY,Walter Fernwood Memorial - Service print and remembrance set,Layout & Data,LAYOUT-20,"Memorial print and a memory book for Walter Fernwood's family

My father, Walter Fernwood, died in March. We are preparing the service and would like the printed pieces to sit alongside those from my mother's service in 2019. We have the old press files, a eulogy and a shoebox of scans spanning many years.

Final handoff

 Memorial keepsake card: 27 named exports. The memorial name is correct. The wording remains respectful.

 Framed memorial page: 1 named export. The dates agree with the family record. The portrait identity is preserved.

 Family memory book: 1 named export. The chronology follows the family notes. The eulogy is not rewritten. The images preserve documentary identity.

 Memorial share card: 1 named export. The memorial details are readable. The treatment is restrained.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",34,31,211,264,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-065-LAY__walter-fernwood-memorial-service-print-and-remembrance-set/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-20,held
SB3-066-LAY,Harborline Realty - Weekly listing sheet system,Layout & Data,LAYOUT-21,"Restore a weekly property-sheet workflow from our retired printer's PDF

Every Monday, Harborline Realty prints a sheet for each active listing. The printer retired with the working file. We need the process rebuilt so the current list controls the output, while the starter homes and premium properties retain appropriate, distinct image treatments.

Scope
1. Weekly property listing sheet: 12 named exports. The photograph belongs to this listing. The listing status is current in the supplied register. The agent contact is clear.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",13,15,83,200,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-066-LAY__harborline-realty-weekly-listing-sheet-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-21,held
SB3-067-LAY,Cedarline Institute - Cohort credential system,Layout & Data,LAYOUT-22,"Two credential registers rebuilt into a checked autumn graduation run

Cedarline Institute needs credentials for completing candidates across two registers. We have press files from two closed print shops, and they may not convert into the same kind of working document.

What we need back
- Cohort credential: 31 named exports. The credential title follows the programme code. The recipient name fits without clipping. The seal is faithful to the authoritative reference.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",32,11,216,452,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-067-LAY__cedarline-institute-cohort-credential-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-22,held
SB3-068-LAY,Meridian Summit - Conference badge and wayfinding system,Layout & Data,LAYOUT-23,"Eighteen conference badges with portraits that match and records that do not drift

The Meridian Summit registration desk needs a correct badge for every attending delegate. We have eighteen self-submitted photographs and last year's venue-bureau PDF, but not its working file.

The commission

 Conference delegate badge: 20 named exports. The access category matches the registration. The portrait belongs to the delegate. The delegate name is readable when worn.

 Conference track direction sign: 3 named exports. The track name follows the approved track note. The arrow points in the specified direction.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",25,22,157,310,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-068-LAY__meridian-summit-conference-badge-and-wayfinding-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-23,held
SB3-069-LAY,Halden and Roe - Marlow trade catalog,Layout & Data,LAYOUT-24,"A reusable A4 trade catalogue for Halden & Roe's Marlow range

Sixteen pieces need to reach the trade show as one coherent Marlow range. Our studio photography covers two days, and the only page artwork is the flat PDF the printer made three seasons ago.

Deliverables
1. Marlow product trade sheet: 17 named exports. The photograph depicts this piece. The glaze description preserves its supplied qualification. The trade price is readable.
2. Trade catalogue cover and contents: 1 named export. The collection is identified. The contents use the item register order.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",20,20,126,283,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-069-LAY__halden-and-roe-marlow-trade-catalog/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-24,held
SB3-070-LAY,Aldervale Mutual - Personalized autumn renewal mailer,Layout & Data,LAYOUT-25,"Personalised renewal postcards, including eleven correctly separated producer files

For Aldervale Mutual's autumn renewal drop, each household must receive its own address, offer band and assigned producer's photograph. The starting point is the printer's PDF and our spreadsheet.

Please prepare
- Personalised autumn renewal mailer: 61 named exports. The addressee is correct. The offer wording matches the approved copy. The response instructions are readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",62,16,426,962,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-070-LAY__aldervale-mutual-personalized-autumn-renewal-mailer/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-25,held
SB3-071-LAY,Lanternwood Folk Fest - Festival programme and wayfinding,Layout & Data,LAYOUT-26,"Festival programme production from fourteen artist submissions and two old pages

Lanternwood's programme needs one finished page per act, not fourteen different submission styles. We have the lineup sheet, fourteen artist photographs and two old printed programme pages to work from.

Final handoff

 Festival programme: 1 named export. The running order matches the approved lineup. Stage changes are easy to follow. Performer names are readable at print size.

 Festival wayfinding sign: 3 named exports. The destination matches the site information. The direction is unambiguous.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",6,19,26,33,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-071-LAY__lanternwood-folk-fest-festival-programme-and-wayfinding/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-26,held
SB3-072-LAY,Girdermark - Technical data-sheet and bin-label library,Layout & Data,LAYOUT-27,"Technical sheets and bin labels from two separate legacy PDFs

Production request: Girdermark Components

Scope
1. Technical part data sheet: 18 named exports. The component photograph matches this part. Dimensions preserve their units.
2. Part bin label: 18 named exports. The part identifier is readable at rack distance. The label does not substitute a similar part.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",38,23,250,463,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-072-LAY__girdermark-technical-data-sheet-and-bin-label-library/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-27,held
SB3-073-LAY,SEVE Botanicals - Cosmetic launch label system,Layout & Data,LAYOUT-28,"Nineteen cosmetic labels with exact ingredient copy and per-shade imagery

SEVE Botanicals needs a launch-label run across two price tiers. We have one physical sample photographed on a phone, nineteen drawdown images and a printer's flat PDF. The imagery needs careful preparation; the compliance copy is not open for creative rewriting.

What we need back
- Cosmetic launch label: 20 named exports. The ingredient wording matches approved copy. The required warning fits at actual label size. The net contents value is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",21,33,139,287,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-073-LAY__seve-botanicals-cosmetic-launch-label-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-28,held
SB3-074-LAY,Rivermeadow Trust - Year-end donor acknowledgement system,Layout & Data,LAYOUT-29,"Replace our manual year-end donor letters with a dependable reusable system

Rivermeadow Trust's office manager spent three weeks preparing acknowledgements last year, and two donors were still missed. We need this December's letters and receipts produced correctly, plus templates the office can reuse next year by changing the data.

The commission

 Donor acknowledgement letter: 19 named exports. The salutation matches the donor record. The acknowledged amount is accurate.

 Donation receipt: 19 named exports. The receipt date is accurate. The donor identity is unambiguous.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",40,15,264,472,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-074-LAY__rivermeadow-trust-year-end-donor-acknowledgement-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-29,held
SB3-075-LAY,Emberwell Brew House - Live insert and taproom collateral,Layout & Data,LAYOUT-30,"Two reusable menu templates for fourteen locations, not fourteen manual edits

Our managers have been retyping the same Emberwell insert in a word processor. That led to a customer finding a different flat-white price twenty minutes down the road. We need two controlled templates that take their local details and prices from the data.

Deliverables
1. Current-menu insert: 15 named exports. The availability wording matches the current record. The price is legible.
2. Taproom counter card: 15 named exports. The store details match this record. The offer is understandable at counter distance.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",32,13,208,494,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-075-LAY__emberwell-brew-house-live-insert-and-taproom-collateral/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-30,held
SB3-076-LAY,Cellar and Cru - Autumn shelf-talker campaign,Layout & Data,LAYOUT-31,"Autumn shelf talkers that match the bottles and the sellable wine list

Cellar & Cru's autumn selection goes onto the shelf as a collection. We have sixteen photographs covering fourteen wines, taken on two evenings, and an old printer's PDF for the shelf talker.

Please prepare
- Wine shelf talker: 15 named exports. The bottle image matches the named wine. The vintage is accurate. The origin is readable. The price is easy to locate.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",16,21,104,226,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-076-LAY__cellar-and-cru-autumn-shelf-talker-campaign/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-31,held
SB3-077-LAY,Vanguard Motors - Forecourt sales card system,Layout & Data,LAYOUT-32,"Forecourt cards for current stock, with honest paint and highlight handling

Vanguard Motors has fourteen cars on the forecourt, but the feed still includes vehicles sold or reserved. Please reconcile the stock before producing the A4 window cards. The photography also needs care: some panels were overexposed during the shoot.

Final handoff

 Forecourt sales card: 15 named exports. The pictured vehicle matches this stock number. The finance wording follows the approved text. The vehicle specification is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",16,23,104,254,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-077-LAY__vanguard-motors-forecourt-sales-card-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-32,held
SB3-078-LAY,Continental Cup - Squad press and partner kit,Layout & Data,LAYOUT-33,"Expand our licensed player-card production to the full stocked squad

The licensing partner has taken the full Continental Cup squad. We now need the eighteen-player material reconciled against the stock roster and produced from last season's printer PDF.

Scope
1. Squad player press sheet: 21 named exports. The portrait belongs to the named player. The squad facts match the register.
2. Player partner graphic: 20 named exports. The player number is clear. The competition identity is visible.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",43,22,229,504,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-078-LAY__continental-cup-squad-press-and-partner-kit/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-33,held
SB3-079-LAY,Ferncroft Nursery - Spring plant tag system,Layout & Data,LAYOUT-34,"Spring plant tags with four complete, non-overlapping department files

Ferncroft Nursery needs the spring tag run rebuilt from last year's printed artwork and the growers' spreadsheet. There are eighteen varieties in the source material, but only stocked varieties should reach the final run.

What we need back
- Plant variety tag: 22 named exports. The photograph depicts the named variety. The care instruction matches the authoritative register. The tag remains readable at rack size.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",23,22,153,296,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-079-LAY__ferncroft-nursery-spring-plant-tag-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-34,held
SB3-080-LAY,Marrow and Vane - Exhibition wall-label system,Layout & Data,LAYOUT-35,"Exhibition wall labels and artwork records, with installer files by room

Marrow & Vane is hanging forty-one works. We need the spring printer's label artwork reused, not redesigned, and a reconciled photographic record from the interns' two shoots.

The commission

 Exhibition wall label: 42 named exports. The work identity matches this accession record. The artist attribution is accurate. The curatorial text is readable at installation distance.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",43,49,293,617,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-080-LAY__marrow-and-vane-exhibition-wall-label-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#LAYOUT-35,held
SB3-081-MOT,Ember and Oak - Restaurant launch reel system,Motion & Audio,MOTION-01,"We are opening the second room at Ember and Oak and need a launch package that makes people hungry before they read a word. The food should lead: real char, visible texture and a room that feels alive. Please build a deliberate short edit from the service footage, then make the upright and square versions feel composed in their own right. The booking message needs a proper ending, not a logo dropped over the last available frame. We also need the cover, window poster and dish cards to look like the same launch. This campaign is deliberately silent.

Deliverables
1. Restaurant launch reel: 1 named export. The opening makes the food recognisable. The final card identifies Ember and Oak. The booking action is readable.
2. Restaurant vertical reel: 1 named export. The food stays legible through reframing. The final booking action stays within the safe area.
3. Restaurant square reel: 1 named export. The restaurant identity is visible. The edit has a deliberate beginning and ending.
4. Restaurant reel cover: 1 named export. The restaurant name is readable.
5. Restaurant launch poster: 1 named export. The booking action is readable. The char retains visible texture.
6. Dish callout card: 3 named exports. The callout matches the pictured dish.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",11,15,60,59,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-081-MOT__ember-and-oak-restaurant-launch-reel-system/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-01,held
SB3-082-MOT,Ironwood Kitchen - Product launch video package,Motion & Audio,MOTION-02,"Ironwood Kitchen is introducing its lunch range. We need a short launch film for the website, an upright social cut, and product collateral that makes the eight bowls easy to recognise and compare. Keep the appetite appeal bright and honest; this is food for a working lunch, not a tasting-menu commercial. Use the same bowl names and cleared product information across the film, product modules and range sheet. The present short source clip is insufficient on its own for the revised film commission, so the completed source pack must include the missing coverage and cleared music before a designer starts.

Please prepare
- Lunch-range launch film: 1 named export. The feature sequence shows the actual bowls. The final card identifies Ironwood Kitchen.
- Lunch launch vertical cut: 1 named export. The bowl remains recognisable throughout the reframe.
- Lunch bowl product module: 8 named exports. The pictured bowl matches its approved menu name. The reference card is absent. The crop preserves the complete bowl.
- Lunch range line sheet: 1 named export. The bowl names match the SKU register. The offer is easy to compare.
- Lunch launch film cover: 1 named export. The range name is readable.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",15,14,72,98,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-082-MOT__ironwood-kitchen-product-launch-video-package/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-02,held
SB3-083-MOT,Halden Greens - Creator ad and social cutdowns,Motion & Audio,MOTION-03,"We need three creator-led ads for Halden Greens, each with a genuinely different opening hook. They should feel like someone explaining a daily habit in their own kitchen, while still landing the product and subscription action clearly. Please preserve the approved claims exactly. Do not turn a qualified statement into a promised result. The pack must contain the authorised spoken takes before editing begins; silent footage is not evidence of what the creator said. Give each ad a matching hook card and use one coherent end-card treatment.

Final handoff

 Creator-led ad: 3 named exports. The hook introduces the approved product benefit. The spoken claim matches the cleared copy. The product packaging is consistent.

 Creator ad hook card: 3 named exports. The hook copy matches its corresponding ad.

 Creator ad end card: 1 named export. The call to action is clear.

Use the supplied approved copy and factual records. Permission restrictions in the owner's notes take precedence over inclusion in a source table.
- Video delivery means a playable MP4, not a storyboard, still montage PDF or editing log. Audio expectations are stated on each film. Speech-led work requires supplied or explicitly authorised synthetic speech; do not invent documentary speech.
- Authored animation can exceed the duration of still source images. Live-action edits require adequate distinct footage; looping a short clip is not a substitute for the missing coverage.

Use the attached brand identity and the source files listed in the asset manifest. The output register defines exact filenames, pages, sizes and record bindings. Supporting previews are welcome but cannot replace those files.",9,20,55,55,s3://annotationprod/creative-ai-benchmark/v3.1/tasks/SB3-083-MOT__halden-greens-creator-ad-and-social-cutdowns/,https://dhigdec.github.io/creative-ai-benchmark/gatsby-v4/#MOTION-03,held
