Task code,Task ID,Question ID,Check ID,Deliverable,Output file,Review criterion,Approved reference,Assessment basis,Reference status,Applicability,Status,Answer (Yes/No)
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r004/K5_Q3/detail-A009,Showroom line card - 3 - Straight Trouser Suit,line-card-r004.pdf,The viewer can read the approved colourway without the brief.,"{""check_id"":""LAYOUT-06/line-card-r004/A009"",""condition"":""Showroom line card - 3 - Straight Trouser Suit (line-card-r004.pdf): Colourway reads exactly “Char”."",""expected"":""Char""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r004/K5_Q3/detail-A010,Showroom line card - 3 - Straight Trouser Suit,line-card-r004.pdf,The viewer can read the approved wholesale without the brief.,"{""check_id"":""LAYOUT-06/line-card-r004/A010"",""condition"":""Showroom line card - 3 - Straight Trouser Suit (line-card-r004.pdf): Wholesale reads exactly “700”."",""expected"":""700""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q6,LAYOUT-06/line-card-r004/K5_Q6/implication,Showroom line card - 3 - Straight Trouser Suit,line-card-r004.pdf,The design does not imply an unsupported factual claim.,"{""approved_copy"":{""Look Number"":""3"",""Look Name"":""Straight Trouser Suit"",""Fabric Composition"":""100% wool gabardine"",""Colourway"":""Char"",""Wholesale"":""700"",""Retail"":""1450"",""Image"":""nordheim_shoot_03.jpg""},""brief"":""BRIEF.md"",""brand"":""Nordheim Atelier""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K1_Q5,LAYOUT-06/line-card-r005/K1_Q5/blocking_defect,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,No defect blocks the commissioned use of this file.,"""Output contract for line-card-r005. A No needs the exact failed requirement and why it prevents use.""",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q1,LAYOUT-06/line-card-r005/K2_Q1/source_selection,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Placed client artwork comes from the supplied source pack.,"""nordheim_shoot_04.jpg""",human_judgement,,Applies to client artwork that the brief requires reusing. Authorised new drawings or stock imagery are not falsely treated as supplied artwork.,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q2,LAYOUT-06/line-card-r005/K2_Q2/source_permission,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Source changes stay within the permissions in the client brief.,"{""source_files"":""nordheim_shoot_04.jpg"",""permissions"":[""Do not invent names, prices, claims, product features, locations, credentials, records, or documentary events that are absent from the approved inputs."",""Do not silently replace a weak supplied asset. Use it honestly, reject it with a reason, or take only the brief's declared Stock or concept exception."",""Record every omission, substitution, reconciliation, and material quality compromise in the delivery manifest."",""Reconcile records before merge and prove page, row, name, and amount completeness from the delivered artifacts.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q4,LAYOUT-06/line-card-r005/K2_Q4/identity,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The depicted subject retains its identifying features from the source.,"""nordheim_shoot_04.jpg""",human_judgement,,"Applies to an identifiable product, person, logo or distinctive object. Otherwise record not applicable with a reason; do not mark Yes.",not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q5,LAYOUT-06/line-card-r005/K2_Q5/role,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The selected source artwork serves the commissioned purpose.,"{""source_files"":""nordheim_shoot_04.jpg"",""commission"":[""The pictured style matches this record."",""The photographed garment uses the fabric named in the Fabric Composition field."",""Material information is readable."",""The trade price is easy to locate.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_01,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,All elements on a consistent grid; even margins.,"{""criterion"":""Grid & alignment"",""minor"":""a few elements off-grid"",""major"":""no consistent grid; ragged"",""output_kind"":""a4""}",subjective_expert_review,,Review Grid & alignment only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_02,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Key element reads first; clear order.,"{""criterion"":""Visual hierarchy"",""minor"":""present but weak"",""major"":""flat / confusing — nothing leads"",""output_kind"":""a4""}",subjective_expert_review,,Review Visual hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_03,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Heading clearly dominant; levels distinct.,"{""criterion"":""Typographic hierarchy"",""minor"":""weak (size only)"",""major"":""heading and body indistinguishable"",""output_kind"":""a4""}",subjective_expert_review,,Review Typographic hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_04,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Even padding; consistent throughout.,"{""criterion"":""Spacing & rhythm"",""minor"":""a few inconsistencies"",""major"":""crowded or erratic"",""output_kind"":""a4""}",subjective_expert_review,,Review Spacing & rhythm only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_05,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Logical flow; related items grouped.,"{""criterion"":""Reading flow & grouping"",""minor"":""minor grouping slips"",""major"":""scattered; no clear flow"",""output_kind"":""a4""}",subjective_expert_review,,Review Reading flow & grouping only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_06,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Every record placed; none missing.,"{""criterion"":""Data integrity (merge)"",""minor"":""a couple of minor slips"",""major"":""records missing / duplicated / overflowing"",""output_kind"":""a4""}",subjective_expert_review,,Review Data integrity (merge) only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_07,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,"Aligned, well-cropped, correct aspect.","{""criterion"":""Image placement & crop"",""minor"":""a slightly loose crop"",""major"":""stretched / mis-cropped / misaligned"",""output_kind"":""a4""}",subjective_expert_review,,Review Image placement & crop only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r005/K3_Q1/K3_LAYOUT_08,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Balanced; whitespace used well.,"{""criterion"":""Balance & whitespace"",""minor"":""slightly heavy or sparse"",""major"":""cramped or empty"",""output_kind"":""a4""}",subjective_expert_review,,Review Balance & whitespace only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K4_Q1,LAYOUT-06/line-card-r005/K4_Q1/creative_review,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,A clear creative idea shapes the treatment.,"{""commission"":""Showroom line card - 4"",""brand"":""Nordheim Atelier"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-051-LAY,LAYOUT-06,K4_Q2,LAYOUT-06/line-card-r005/K4_Q2/creative_review,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The creative direction addresses the commissioned purpose.,"{""commission"":""Showroom line card - 4"",""brand"":""Nordheim Atelier"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-051-LAY,LAYOUT-06,K4_Q3,LAYOUT-06/line-card-r005/K4_Q3/creative_review,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The treatment has a distinctive point of view.,"{""commission"":""Showroom line card - 4"",""brand"":""Nordheim Atelier"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q3,LAYOUT-06/line-card-r005/K2_Q3/palette,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Graphic colours follow the approved brand palette.,"{""brand"":""Nordheim Atelier"",""palette"":[{""name"":""Ink"",""hex"":""#111112""},{""name"":""Paper"",""hex"":""#EDEBE6""},{""name"":""Cool Grey"",""hex"":""#6E7075""},{""name"":""Halftone Grey"",""hex"":""#B9B7B2""},{""name"":""Bone"",""hex"":""#DAD5CC""}],""exceptions"":""Photographic colours and explicit brief exceptions are not palette violations.""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q3,LAYOUT-06/line-card-r005/K2_Q3/typography,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Typography follows the supplied brand type guidance.,"""One documentary-editorial system: a strong high-contrast display serif or a condensed grotesque for covers and headlines, paired with a plain workhorse sans for captions, the season note and the linesheet. Hard contrast, tight measure, nothing decorative.""",human_judgement,,Applies when text is present. A style-only brand guide requires expert judgement; no exact font name is invented.,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q3,LAYOUT-06/line-card-r005/K2_Q3/logo,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,Logo treatment follows the identity permissions in the brief.,"""The wordmark exists in only one place: a single letterpress card from the first season, photographed. The original artwork is gone. The mark is a compound lockup (wordmark, a hairline rule, and ATELIER in small caps) and has to be recovered whole from that photograph. No live logo files or type spec survive.""",human_judgement,,Applies when a logo is required or used. Recovery briefs permit reconstruction; do not impose a false locked-logo rule.,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q1,LAYOUT-06/line-card-r005/K5_Q1/message,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,An unbriefed viewer identifies “Chart Room Coat” as the subject.,"{""text"":""Chart Room Coat"",""source_check_id"":""LAYOUT-06/line-card-r005/A007""}",human_judgement,defined,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q2,LAYOUT-06/line-card-r005/K5_Q2/hierarchy,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The viewer notices the intended focal element first.,"{""text"":""Chart Room Coat"",""source_check_id"":""LAYOUT-06/line-card-r005/A007""}",human_judgement,requires_reviewer_focal_anchor,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q5,LAYOUT-06/line-card-r005/K5_Q5/audience,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The intended audience understands the message without extra explanation.,"""Fashion press and independent-store buyers aged 30 to 55. Readers who value cloth and construction over gloss, and who judge a collection on whether the range holds together.""",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-H002,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The photographed garment uses the fabric named in the Fabric Composition field.,"{""check_id"":""LAYOUT-06/line-card-r005/H002"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): The photographed garment uses the fabric named in the Fabric Composition field."",""expected"":null}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-H003,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,"At full export size, the material information text is not cut off.","{""check_id"":""LAYOUT-06/line-card-r005/H003"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): At full export size, the material information text is not cut off."",""expected"":null}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-A006,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The viewer can read the approved look number without the brief.,"{""check_id"":""LAYOUT-06/line-card-r005/A006"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): Look number reads exactly “4”."",""expected"":""4""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-A007,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The viewer can read the approved look name without the brief.,"{""check_id"":""LAYOUT-06/line-card-r005/A007"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): Look name reads exactly “Chart Room Coat”."",""expected"":""Chart Room Coat""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-A008,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The viewer can read the approved fabric composition without the brief.,"{""check_id"":""LAYOUT-06/line-card-r005/A008"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): Text for fabric composition matches the full approved text shown with this check."",""expected"":""60% undyed Gotland wool, 30% reclaimed Donegal lambswool, 10% kid mohair; interlining 100% organic cotton canvas; body lining 100% cupro; sleeve lining 100% viscose twill; horn buttons; woven and fulled at a single mill in West Yorkshire, cut on the straight grain and finished by hand in Copenhagen over two fittings""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-A009,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The viewer can read the approved colourway without the brief.,"{""check_id"":""LAYOUT-06/line-card-r005/A009"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): Colourway reads exactly “Ink”."",""expected"":""Ink""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r005/K5_Q3/detail-A010,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The viewer can read the approved wholesale without the brief.,"{""check_id"":""LAYOUT-06/line-card-r005/A010"",""condition"":""Showroom line card - 4 - Chart Room Coat (line-card-r005.pdf): Wholesale reads exactly “1200”."",""expected"":""1200""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q6,LAYOUT-06/line-card-r005/K5_Q6/implication,Showroom line card - 4 - Chart Room Coat,line-card-r005.pdf,The design does not imply an unsupported factual claim.,"{""approved_copy"":{""Look Number"":""4"",""Look Name"":""Chart Room Coat"",""Fabric Composition"":""60% undyed Gotland wool, 30% reclaimed Donegal lambswool, 10% kid mohair; interlining 100% organic cotton canvas; body lining 100% cupro; sleeve lining 100% viscose twill; horn buttons; woven and fulled at a single mill in West Yorkshire, cut on the straight grain and finished by hand in Copenhagen over two fittings"",""Colourway"":""Ink"",""Wholesale"":""1200"",""Retail"":""2400"",""Image"":""nordheim_shoot_04.jpg""},""brief"":""BRIEF.md"",""brand"":""Nordheim Atelier""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K1_Q5,LAYOUT-06/line-card-r006/K1_Q5/blocking_defect,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,No defect blocks the commissioned use of this file.,"""Output contract for line-card-r006. A No needs the exact failed requirement and why it prevents use.""",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q1,LAYOUT-06/line-card-r006/K2_Q1/source_selection,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Placed client artwork comes from the supplied source pack.,"""nordheim_shoot_05.jpg""",human_judgement,,Applies to client artwork that the brief requires reusing. Authorised new drawings or stock imagery are not falsely treated as supplied artwork.,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q2,LAYOUT-06/line-card-r006/K2_Q2/source_permission,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Source changes stay within the permissions in the client brief.,"{""source_files"":""nordheim_shoot_05.jpg"",""permissions"":[""Do not invent names, prices, claims, product features, locations, credentials, records, or documentary events that are absent from the approved inputs."",""Do not silently replace a weak supplied asset. Use it honestly, reject it with a reason, or take only the brief's declared Stock or concept exception."",""Record every omission, substitution, reconciliation, and material quality compromise in the delivery manifest."",""Reconcile records before merge and prove page, row, name, and amount completeness from the delivered artifacts.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q4,LAYOUT-06/line-card-r006/K2_Q4/identity,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The depicted subject retains its identifying features from the source.,"""nordheim_shoot_05.jpg""",human_judgement,,"Applies to an identifiable product, person, logo or distinctive object. Otherwise record not applicable with a reason; do not mark Yes.",not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q5,LAYOUT-06/line-card-r006/K2_Q5/role,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The selected source artwork serves the commissioned purpose.,"{""source_files"":""nordheim_shoot_05.jpg"",""commission"":[""The pictured style matches this record."",""The photographed garment uses the fabric named in the Fabric Composition field."",""Material information is readable."",""The trade price is easy to locate.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_01,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,All elements on a consistent grid; even margins.,"{""criterion"":""Grid & alignment"",""minor"":""a few elements off-grid"",""major"":""no consistent grid; ragged"",""output_kind"":""a4""}",subjective_expert_review,,Review Grid & alignment only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_02,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Key element reads first; clear order.,"{""criterion"":""Visual hierarchy"",""minor"":""present but weak"",""major"":""flat / confusing — nothing leads"",""output_kind"":""a4""}",subjective_expert_review,,Review Visual hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_03,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Heading clearly dominant; levels distinct.,"{""criterion"":""Typographic hierarchy"",""minor"":""weak (size only)"",""major"":""heading and body indistinguishable"",""output_kind"":""a4""}",subjective_expert_review,,Review Typographic hierarchy only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_04,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Even padding; consistent throughout.,"{""criterion"":""Spacing & rhythm"",""minor"":""a few inconsistencies"",""major"":""crowded or erratic"",""output_kind"":""a4""}",subjective_expert_review,,Review Spacing & rhythm only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_05,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Logical flow; related items grouped.,"{""criterion"":""Reading flow & grouping"",""minor"":""minor grouping slips"",""major"":""scattered; no clear flow"",""output_kind"":""a4""}",subjective_expert_review,,Review Reading flow & grouping only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_06,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Every record placed; none missing.,"{""criterion"":""Data integrity (merge)"",""minor"":""a couple of minor slips"",""major"":""records missing / duplicated / overflowing"",""output_kind"":""a4""}",subjective_expert_review,,Review Data integrity (merge) only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_07,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,"Aligned, well-cropped, correct aspect.","{""criterion"":""Image placement & crop"",""minor"":""a slightly loose crop"",""major"":""stretched / mis-cropped / misaligned"",""output_kind"":""a4""}",subjective_expert_review,,Review Image placement & crop only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K3_Q1,LAYOUT-06/line-card-r006/K3_Q1/K3_LAYOUT_08,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Balanced; whitespace used well.,"{""criterion"":""Balance & whitespace"",""minor"":""slightly heavy or sparse"",""major"":""cramped or empty"",""output_kind"":""a4""}",subjective_expert_review,,Review Balance & whitespace only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-051-LAY,LAYOUT-06,K4_Q1,LAYOUT-06/line-card-r006/K4_Q1/creative_review,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,A clear creative idea shapes the treatment.,"{""commission"":""Showroom line card - 5"",""brand"":""Nordheim Atelier"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-051-LAY,LAYOUT-06,K4_Q2,LAYOUT-06/line-card-r006/K4_Q2/creative_review,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The creative direction addresses the commissioned purpose.,"{""commission"":""Showroom line card - 5"",""brand"":""Nordheim Atelier"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-051-LAY,LAYOUT-06,K4_Q3,LAYOUT-06/line-card-r006/K4_Q3/creative_review,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The treatment has a distinctive point of view.,"{""commission"":""Showroom line card - 5"",""brand"":""Nordheim Atelier"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q3,LAYOUT-06/line-card-r006/K2_Q3/palette,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Graphic colours follow the approved brand palette.,"{""brand"":""Nordheim Atelier"",""palette"":[{""name"":""Ink"",""hex"":""#111112""},{""name"":""Paper"",""hex"":""#EDEBE6""},{""name"":""Cool Grey"",""hex"":""#6E7075""},{""name"":""Halftone Grey"",""hex"":""#B9B7B2""},{""name"":""Bone"",""hex"":""#DAD5CC""}],""exceptions"":""Photographic colours and explicit brief exceptions are not palette violations.""}",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q3,LAYOUT-06/line-card-r006/K2_Q3/typography,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Typography follows the supplied brand type guidance.,"""One documentary-editorial system: a strong high-contrast display serif or a condensed grotesque for covers and headlines, paired with a plain workhorse sans for captions, the season note and the linesheet. Hard contrast, tight measure, nothing decorative.""",human_judgement,,Applies when text is present. A style-only brand guide requires expert judgement; no exact font name is invented.,not_assessed,
SB3-051-LAY,LAYOUT-06,K2_Q3,LAYOUT-06/line-card-r006/K2_Q3/logo,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,Logo treatment follows the identity permissions in the brief.,"""The wordmark exists in only one place: a single letterpress card from the first season, photographed. The original artwork is gone. The mark is a compound lockup (wordmark, a hairline rule, and ATELIER in small caps) and has to be recovered whole from that photograph. No live logo files or type spec survive.""",human_judgement,,Applies when a logo is required or used. Recovery briefs permit reconstruction; do not impose a false locked-logo rule.,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q1,LAYOUT-06/line-card-r006/K5_Q1/message,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,An unbriefed viewer identifies “Ribbed Knit Dress” as the subject.,"{""text"":""Ribbed Knit Dress"",""source_check_id"":""LAYOUT-06/line-card-r006/A007""}",human_judgement,defined,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q2,LAYOUT-06/line-card-r006/K5_Q2/hierarchy,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The viewer notices the intended focal element first.,"{""text"":""Ribbed Knit Dress"",""source_check_id"":""LAYOUT-06/line-card-r006/A007""}",human_judgement,requires_reviewer_focal_anchor,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q5,LAYOUT-06/line-card-r006/K5_Q5/audience,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The intended audience understands the message without extra explanation.,"""Fashion press and independent-store buyers aged 30 to 55. Readers who value cloth and construction over gloss, and who judge a collection on whether the range holds together.""",human_judgement,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-H002,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The photographed garment uses the fabric named in the Fabric Composition field.,"{""check_id"":""LAYOUT-06/line-card-r006/H002"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): The photographed garment uses the fabric named in the Fabric Composition field."",""expected"":null}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-H003,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,"At full export size, the material information text is not cut off.","{""check_id"":""LAYOUT-06/line-card-r006/H003"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): At full export size, the material information text is not cut off."",""expected"":null}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-A006,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The viewer can read the approved look number without the brief.,"{""check_id"":""LAYOUT-06/line-card-r006/A006"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): Look number reads exactly “5”."",""expected"":""5""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-A007,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The viewer can read the approved look name without the brief.,"{""check_id"":""LAYOUT-06/line-card-r006/A007"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): Look name reads exactly “Ribbed Knit Dress”."",""expected"":""Ribbed Knit Dress""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-A008,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The viewer can read the approved fabric composition without the brief.,"{""check_id"":""LAYOUT-06/line-card-r006/A008"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): Fabric composition reads exactly “100% undyed merino lambswool”."",""expected"":""100% undyed merino lambswool""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-A009,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The viewer can read the approved colourway without the brief.,"{""check_id"":""LAYOUT-06/line-card-r006/A009"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): Colourway reads exactly “Bone”."",""expected"":""Bone""}",human_observation,,,not_assessed,
SB3-051-LAY,LAYOUT-06,K5_Q3,LAYOUT-06/line-card-r006/K5_Q3/detail-A010,Showroom line card - 5 - Ribbed Knit Dress,line-card-r006.pdf,The viewer can read the approved wholesale without the brief.,"{""check_id"":""LAYOUT-06/line-card-r006/A010"",""condition"":""Showroom line card - 5 - Ribbed Knit Dress (line-card-r006.pdf): Wholesale reads exactly “480”."",""expected"":""480""}",human_observation,,,not_assessed,
