i,verified_grade,title,vertical,platform,url,groups,est_calls,orig_v2_grade,audit
1963,express,Design a white paper for a branded ingredient (Nutraceutical / Supplement Industry),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Design%20a%20white%20paper%20for%20a%20branded%20ingredient%20(Nutrace,layout|express,8,express,confirm
1964,express,Designer for LinkedIn Infographics (B2B Breath Brand),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Designer%20for%20LinkedIn%20Infographics%20(B2B%20Breath%20Brand),express|layout,10,express,confirm
1965,express,Designer for a Supplement Label,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Designer%20for%20a%20Supplement%20Label,express|layout,6,express,confirm
1967,express,Drive Product Sales via Social Media,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/content-creation/Drive-Product-Sales-via-Social,express|video|martech,12,express,confirm
1968,express,Dynamic Gym Video Editor,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Dynamic-Gym-Video-Editor,video,4,express,confirm
1970,express,Editorial eBook Designer for 2 Premium Health Books (German · A4 PDF),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Editorial%20eBook%20Designer%20for%202%20Premium%20Health%20Books%20(G,layout|express|photo,12,express,confirm
1972,express,Energetic Football Academy Ad,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/video-editing/Energetic-Football-Academy,video|express|stock,7,express,confirm
1973,express,Engaging TikTok-Style Product Video,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Engaging-TikTok-Style-Product-Video,video|express,6,express,confirm
1974,express,Engaging Video Editor for GEN Checkup,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/ai-content-editing/Engaging-Video-Editor-for-GEN,video|express,6,express,confirm
1975,express,Event Flyer and Social Media Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Event%20Flyer%20and%20Social%20Media%20Designer,express|photo,7,express,confirm
1976,express,Event Poster,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/advertisement-design/Event-Poster-40480884,express,4,express,confirm
1977,express,Executive CV / Founder Resume Specialist Needed for One-Page GCC Venture Studio Profile,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Executive%20CV%20/%20Founder%20Resume%20Specialist%20Needed%20for%20On,express|layout,5,express,confirm
1979,express,FDA Label Design,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=FDA%20Label%20Design,layout|express,5,express,confirm
1982,express,Fitness video edit,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Fitness%20video%20edit,video,3,express,confirm
1984,express,Flyer for Therapy Practice,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Flyer%20for%20Therapy%20Practice,express,5,express,confirm
1986,express,Franchise Opportunity Slide Update,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/content-development/Franchise-Opportunity-Slide-Update,express|layout,8,express,confirm
1987,express,Freelance Graphic Designer — Digital Ad Creative | DTC Wellness Brand,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Freelance%20Graphic%20Designer%20—%20Digital%20Ad%20Creative%20|%20DTC,express|video|photo,12,express,confirm
1990,express,Graphic Design (Web & Social Media),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Design%20(Web%20&%20Social%20Media),express|photo|layout,10,express,confirm
1991,express,Graphic Design Project: WG Flyer & Airbnb Logo,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Design%20Project:%20WG%20Flyer%20&%20Airbnb%20Logo,express|datamerge,6,express,confirm
1992,express,Graphic Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,express|photo,6,express,confirm
1993,express,Graphic Designer (AI-Friendly) | Static Ad Creatives for DTC Brand,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20(AI-Friendly)%20|%20Static%20Ad%20Creatives%20for,express|photo,7,express,confirm
1994,express,Graphic Designer Needed for Social Media & Digital Graphics,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20for%20Social%20Media%20&%20Digital%20Gra,express|photo,8,express,confirm
1996,express,Graphic Designer Needed – Luxury Poster & Flyer Design (Boutique Pilates Studio),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20–%20Luxury%20Poster%20&%20Flyer%20Design,express|layout,7,express,confirm
2000,express,Graphic Designer for Nonprofit Annual Report,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Nonprofit%20Annual%20Report,layout|express|photo,12,express,confirm
2001,express,Graphic Designer for Ongoing Social Media Design Support,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Ongoing%20Social%20Media%20Design%20Support,express|photo,8,express,confirm
2002,express,Graphic Designer for Tri-Fold Brochures,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Tri-Fold%20Brochures,layout|express,6,express,confirm
2003,express,Graphic Designer for Women's Wellness Brand — Marketing Card + Car Display Poster (Canva Pro),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,7,express,confirm
2004,express,Graphic designer needed,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20designer%20needed,layout|express,6,express,confirm
2006,express,Health Awareness Trifold Display,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/educational-research/Health-Awareness-Trifold-Display,layout|express,6,express,confirm
2008,express,I need a graphic designer to create social media posts,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=I%20need%20a%20graphic%20designer%20to%20create%20social%20media%20pos,express|photo,7,express,confirm
2014,express,Informational Flyer for Therapy Practice,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=adobe%20illustrator&sort=recency,express,5,express,confirm
2015,express,Instagram/Facebook Reels Video Editor Needed,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/motion-graphics/Instagram-Facebook-Reels-Video-Editor,video|express,6,express,confirm
2020,express,Label Artwork Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Label%20Artwork%20Designer,express|layout,5,express,confirm
2049,express,Luxury Digital Invitation Designer Needed for Premium Rum Launch Event,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Luxury%20Digital%20Invitation%20Designer%20Needed%20for%20Premium%20Ru,express|video,6,express,confirm
2050,express,Luxury Label Design for Dietary Supplement,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Luxury%20Label%20Design%20for%20Dietary%20Supplement,express|layout,5,express,confirm
2053,express,Marketing Collateral & Brand Assets,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Marketing%20Collateral%20&%20Brand%20Assets,layout|express|photo,12,express,confirm
2054,express,Marketing Coordinator / Digital Marketing Specialist,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/,express|video|photo,10,express,confirm
2055,express,Meta Ads Designer Needed for 3 Parenting Retargeting Static Creatives,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Meta%20Ads%20Designer%20Needed%20for%203%20Parenting%20Retargeting%20S,express|photo,8,express,confirm
2064,express,Need Graphic Designers for Course Workbook,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Need%20Graphic%20Designers%20for%20Course%20Workbook,layout|express,9,express,confirm
2067,express,"Ongoing Packaging Designer (Illustrator), Wellness Brand, Multi-SKU, Regular Updates","Health, Wellness & Medical",Upwork,"https://www.upwork.com/nx/search/jobs/?q=Ongoing%20Packaging%20Designer%20(Illustrator),%20Wellness%20Brand,%20",express|layout,8,express,confirm
2069,express,Packaging & Dropper Label Designer for Dietary Supplement Brand,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20&%20Dropper%20Label%20Designer%20for%20Dietary%20Supplemen,express|layout,7,express,confirm
2070,express,Packaging Design for Dental Product,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20Design%20for%20Dental%20Product,express|layout|photo,7,express,confirm
2072,express,Packaging Designer Needed for Holiday Soap Gift Set Packaging,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20Designer%20Needed%20for%20Holiday%20Soap%20Gift%20Set%20Pa,express|layout,7,express,confirm
2073,express,Packaging Designer Needed for Peptide & Wellness Product Labels (Print-Ready Dielines),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20Designer%20Needed%20for%20Peptide%20&%20Wellness%20Product,express|layout,7,express,confirm
2075,express,Packaging Designer for Blood Test Kit,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Packaging%20Designer%20for%20Blood%20Test%20Kit,express|layout,8,express,confirm
2076,express,"Part-Time Canva Designer Needed for Health & Wellness Brand: Flyers, Social Media","Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Part-Time%20Canva%20Designer%20Needed%20for%20Health%20&%20Wellness%20,express|layout,9,express,confirm
2077,express,Pathway to Participation Booklet,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pathway%20to%20Participation%20Booklet,express|layout,5,express,confirm
2079,express,Performance Static Ad Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/,express|photo,8,express,confirm
2083,express,Photo Sorter / Lightroom Assistant,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Photo%20Sorter%20/%20Lightroom%20Assistant,photo,3,partial,under_claim
2086,express,Pitch Deck Designer / Investor Deck Specialist,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Pitch%20Deck%20Designer%20/%20Investor%20Deck%20Specialist,express|layout,8,express,confirm
2087,express,PowerPoint Pitch Deck Creation,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Pitch%20Deck%20Creation,express|layout,8,express,confirm
2088,express,PowerPoint Presentation Designer Needed for Academic Medicine Leadership Interview,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,7,express,confirm
2090,express,Premium Book Cover Designer for Disruptive Anti-Self-Help Book (Amazon KDP & eBook),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Premium%20Book%20Cover%20Designer%20for%20Disruptive%20Anti-Self-Help%,express|photo|stock,7,express,confirm
2094,express,Public Speaking Brand & Website Support –,"Health, Wellness & Medical",PeoplePerHour,https://www.peopleperhour.com/freelance-jobs/public-speaking-brand-website-support-4498089,express|video,7,express,confirm
2098,express,Resume Revamp,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,5,express,confirm
2110,express,Social Media Content Designer – Health & Nutrition Brand,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Content%20Designer%20He,express|video,10,express,confirm
2111,express,Social Media Creative Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Creative%20Designer,express|video|photo,12,express,confirm
2112,express,Social Media Creative Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Creative%20Designer,express|video|photo,12,express,confirm
2113,express,Social Media Designer — Instagram,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Designer%20—%20Instagram,express|photo,7,express,confirm
2114,express,Social Media Graphic Designer for Premium Baby Brand (Instagram),"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Graphic%20Designer%20for%20Premium%20Baby%20Brand%20(,express|photo,8,express,confirm
2115,express,Social Media Manager,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Manager,express|video|photo,12,express,confirm
2116,express,Social Media and Paid Creative Designer for Dating App Launch,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20and%20Paid%20Creative%20Designer%20for%20Dating%20App,express|video|photo,12,express,confirm
2120,express,Supplement Bottle Label Design,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Supplement%20Bottle%20Label%20Design,express|layout,5,express,confirm
2121,express,Supplement Label Designer Needed – FDA Compliance Experience Required,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Supplement%20Label%20Designer%20Needed%20–%20FDA%20Compliance%20Experi,express|layout,5,express,confirm
2122,express,Supplement Label and Box Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Supplement%20Label%20and%20Box%20Designer,express|layout,6,express,confirm
2128,express,Tri-Fold Brochure Design – Print & Digital – Holistic Wellness Studio,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Tri-Fold%20Brochure%20Design%20–%20Print%20&%20Digital%20–%20Holistic%,express|layout,7,express,confirm
2135,express,URGENT: Reformat Retractable Banner Design for High-Resolution FedEx Print,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=URGENT:%20Reformat%20Retractable%20Banner%20Design%20for%20High-Resolu,photo|layout,5,partial,under_claim
2136,express,US-Based Supplement Packaging Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=US-Based%20Supplement%20Packaging%20Designer,express|layout,8,express,confirm
2138,express,Unplugged Course Books,"Health, Wellness & Medical",Freelancer.com,https://www.freelancer.com/projects/adobe-creative-suite/Unplugged-Course-Books,layout|express|photo,12,express,confirm
2148,express,Visual Brand Identity Designer — Premium Supplement Brand,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Visual%20Brand%20Identity%20Designer%20—%20Premium%20Supplement%20Bran,layout|express|photo,10,express,confirm
2154,express,Wellness Retreat Brand Designer,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=Wellness%20Retreat%20Brand%20Designer,express|layout,8,express,confirm
2158,express,YouTube Thumbnail & Visual Creative for Meditation Channel,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20&%20Visual%20Creative%20for%20Meditation%20Chann,photo|express,6,express,confirm
2159,express,YouTube Thumbnail Creator Needed,"Health, Wellness & Medical",Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20Creator%20Needed,photo|express,5,express,confirm
2163,express,"""Book cover design needed for a fictional novel""","Music, Film, Publishing & Media",Upwork,"https://www.upwork.com/nx/search/jobs/?q=""Book%20cover%20design%20needed%20for%20a%20fictional%20novel""",express|photo,5,express,confirm
2174,express,3 Canva Graphics,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=3%20Canva%20Graphics,express|layout,7,express,confirm
2200,express,Add Text and adjust size to Book Cover,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Add%20Text%20and%20adjust%20size%20to%20Book%20Cover,express|photo,4,express,confirm
2208,express,Album Cover Artwork Design,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Album%20Cover%20Artwork%20Design,express|photo,5,express,confirm
2209,express,Album Cover Design for Independent Release,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Album%20Cover%20Design%20for%20Independent%20Release,photo|express,5,express,confirm
2211,express,Album artwork needed for Spotify,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Album%20artwork%20needed%20for%20Spotify,photo|express,6,express,confirm
2213,express,Amazon KDP Print Book Cover Designer Needed (Paperback + Hardcover Formatting),"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Amazon%20KDP%20Print%20Book%20Cover%20Designer%20Needed%20(Paperback%2,layout|express,6,express,confirm
2231,express,Bold Gothic Grunge Album Cover,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Bold-Gothic-Grunge-Album-Cover,express|photo,5,express,confirm
2234,express,Book Cover Design,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20Cover%20Design,express|layout,5,express,confirm
2235,express,Book Cover Design Enhancement,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20Cover%20Design%20Enhancement,express|photo,5,express,confirm
2236,express,Book Cover Designer for Romance Series,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20Cover%20Designer%20for%20Romance%20Series,photo|express,6,express,confirm
2237,express,Book Cover Designer for Self-Help Book,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20Cover%20Designer%20for%20Self-Help%20Book,express|layout,5,express,confirm
2238,express,Book Cover Designer for [spirituality/self-help/memoir] [nonfiction] Book,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20Cover%20Designer%20for%20[spirituality/self-help/memoir]%20[non,photo|express,6,express,confirm
2244,express,Book publishing,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Book%20publishing,express|layout,6,express,confirm
2248,express,Brand Identity & Marketing Asset Package for Growing PC Company,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Brand%20Identity%20&%20Marketing%20Asset%20Package%20for%20Growing%20P,express|photo|layout,12,express,confirm
2250,express,Brochure Template Redesign,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Brochure%20Template%20Redesign,layout|express,7,partial,under_claim
2253,express,Bulk Canva Hip-Hop Cover Design,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/canva/Bulk-Canva-Hip-Hop-Cover,photo|express,12,express,confirm
2257,express,Canva Social Media Poster Design,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/canva/Canva-Social-Media-Poster-Design-40487994,express|photo,4,express,confirm
2273,express,Clean Professional YouTube Thumbnail,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Clean-Professional-YouTube-Thumbnail,photo|express,6,express,confirm
2283,express,Concert Poster & Thumbnail Design,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/poster-design/Concert-Poster-Thumbnail-Design,express|photo,9,express,confirm
2307,express,Documentary Film Poster Designer Needed,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Documentary%20Film%20Poster%20Designer%20Needed,express|photo,6,express,confirm
2330,express,Engaging Historical YouTube Thumbnails,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Engaging-Historical-YouTube-Thumbnails,photo|express,6,express,confirm
2334,express,Enhance CV Appearance,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Enhance%20CV%20Appearance,layout|express,5,express,confirm
2353,express,Fiction Book Cover Scheme Design,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Fiction%20Book%20Cover%20Scheme%20Design,express|layout,6,express,confirm
2373,express,Graphic designer needed for creativity,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20designer%20needed%20for%20creativity,express|photo|stock,6,express,confirm
2390,express,InDesign Magazine Cover Editing,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=InDesign%20Magazine%20Cover%20Editing,layout|express|photo,6,express,confirm
2396,express,Inspirational TikTok Book Promo Video,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/motion-graphics/Inspirational-TikTok-Book-Promo-Video,video|express|stock,6,express,confirm
2398,express,Instagram Content Creation & Management,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-management/Instagram-Content-Creation-Management-40485676,express|video|photo|martech,13,express,confirm
2400,express,Instagram Growth & Sales Management,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-management/Instagram-Growth-Sales-Management,express|photo|martech,10,express,confirm
2402,express,Instagram Post Designer Needed,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/instagram-marketing/Instagram-Post-Designer-Needed,express|photo,4,express,confirm
2403,express,Instagram Post Graphics & Reels,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Instagram-Post-Graphics-Reels,express|video|photo,11,express,confirm
2406,express,Instagram Reels Brand Awareness Strategy,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Instagram-Reels-Brand-Awareness-Strategy,video|express,7,express,confirm
2411,express,Instagram Video & Photo Creation,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/photo-editing/Instagram-Video-Photo-Creation,video|photo|express,10,express,confirm
2412,express,Instagram Video Content Creator,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Instagram-Video-Content-Creator-40489231,video|express,6,express,confirm
2416,express,Korean War Silver Star Reel,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/voice-over/Korean-War-Silver-Star-Reel,video|express|stock,10,express,confirm
2438,express,Minimalist TikTok Product Edit - 01/06/2026 08:43 EDT,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/after-effects/Minimalist-TikTok-Product-Edit-EDT,video|express|photo,7,express,confirm
2448,express,NHS Social Media Video Management,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-management/NHS-Social-Media-Video-Management,video|express|martech,10,express,confirm
2451,express,Ongoing AI Reel Editing,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/illustrator/Ongoing-Reel-Editing,video|express,7,express,confirm
2469,express,Print Ad for Digital Product - 01/06/2026 10:05 EDT,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/adobe-illustrator/Print-for-Digital-Product-EDT,layout|express|photo,7,express,confirm
2472,express,Produce 3 Informative TikTok Stories,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/after-effects/Produce-Informative-TikTok-Stories,video|express,8,express,confirm
2489,express,Refine Existing Logo into Elegant Spiritual Brand Identity,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Refine%20Existing%20Logo%20into%20Elegant%20Spiritual%20Brand%20Identi,express|photo|video,7,no,under_claim
2492,express,Revise and Enhance Baby Shower Trivia Presentation,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/after-effects/Revise-Enhance-Baby-Shower-Trivia,express|photo,6,express,confirm
2507,express,Simple Motion Graphics for Music Video Titles – Quick Gig,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Simple%20Motion%20Graphics%20for%20Music%20Video%20Titles%20–%20Quick%,express|video,4,express,confirm
2508,express,Simple Product Catalog Creation,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Simple%20Product%20Catalog%20Creation,layout|datamerge|photo,8,express,confirm
2511,express,Social Media Graphics,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Social-Media-Graphics-40489884,express|photo|video,12,express,confirm
2513,express,Social Media Promoter and Content Creator,"Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Social-Media-Promoter-Content-Creator-40490680,express|video|layout|martech,13,express,confirm
2515,express,"Social Media setup| Facebook, Instagram, and TikTok (Freelancer or agency from the USA)","Music, Film, Publishing & Media",Freelancer.com,https://www.freelancer.com/projects/social-media-management/Social-Media-setup-Facebook-Instagram,express|video|photo|martech,13,express,confirm
2534,express,Urgent Magazine Spread Ad Design,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=Urgent%20Magazine%20Spread%20Ad%20Design,layout|photo,5,express,confirm
2571,express,YouTube Thumbnail Designer for Podcast,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnail%20Designer%20for%20Podcast,express|photo,6,express,confirm
2572,express,YouTube Thumbnails,"Music, Film, Publishing & Media",Upwork,https://www.upwork.com/nx/search/jobs/?q=YouTube%20Thumbnails,express|photo,5,express,confirm
2583,express,Brand Strategist & Designer to Strengthen and Unify Existing Brand,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Brand%20Strategist%20&%20Designer%20to%20Strengthen%20and%20Unify%20Ex,express|layout,5,express,confirm
2585,express,Charity Raffle Ticket with Stub,"Nonprofit, Religious & Community",Freelancer.com,https://www.freelancer.com/projects/print-design/Charity-Raffle-Ticket-with-Stub,express|layout,5,express,confirm
2592,express,Coaching Institute Banner Design,"Nonprofit, Religious & Community",Freelancer.com,https://www.freelancer.com/projects/print-design/Coaching-Institute-Banner-Design,express|photo,5,express,confirm
2595,express,Design Pitch Deck for Nonprofit,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Design%20Pitch%20Deck%20for%20Nonprofit,express|layout,8,express,confirm
2600,express,Event Flyer Design for Nonprofit Virtual Event,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Event%20Flyer%20Design%20for%20Nonprofit%20Virtual%20Event,express|photo,7,express,confirm
2601,express,Event Flyer Design for Nonprofit Virtual Event,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Event%20Flyer%20Design%20for%20Nonprofit%20Virtual%20Event,express|photo,7,express,confirm
2602,express,Event Flyer Designer Needed for Nonprofit Networking Event,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Event%20Flyer%20Designer%20Needed%20for%20Nonprofit%20Networking%20Eve,express|photo,9,express,confirm
2607,express,Graphic Design for Fundraising Event,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Design%20for%20Fundraising%20Event,express,4,express,confirm
2608,express,Graphic Designer,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer,express|photo,6,express,confirm
2610,express,Graphic Designer for Photo Album Cover,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Photo%20Album%20Cover,express|photo,4,express,confirm
2615,express,Investment Pitch Deck,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Investment%20Pitch%20Deck,express|layout|photo,10,express,confirm
2620,express,Marketing Presentation Design for Business - slide deck,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Marketing%20Presentation%20Design%20for%20Business%20-%20slide%20deck,express|layout,6,express,confirm
2627,express,Need graphic design help,"Nonprofit, Religious & Community",Upwork,https://www.upwork.com/nx/search/jobs/?q=Need%20graphic%20design%20help,express|layout|photo,9,express,confirm
