family,category,task_type,title,feasibility,note,source,date,vertical,url,mcp_workflow,input_assets,brief
Photo & Image Editing,Photo Retouching & Enhancement,Photo + Video Editing — Color/Background/Social,Professional video and photo editing,partial,"Vague catch-all brief. Connector covers colour/light correction, flat-background swap/removal, and auto reels cut/reframe, but not generative retouching, complex compositing, or motion-graphics 'cinematic effects'; scope must be pinned down with the client.",peopleperhour,2026-05-17 02:42:59,Video Editing & Motion Graphics,https://www.peopleperhour.com/freelance-jobs/professional-video-and-photo-editing-4496080,"asset_add_file (upload supplied photos/footage) -> image_apply_auto_tone + image_adjust_color_temperature + image_adjust_vibrance_and_saturation (colour correction / cinematic look on photos) -> change_background_color / image_remove_background (background change) -> video_create_quick_cut + video_resize (reels editing, reframe to 9:16 for IG/TikTok) -> asset_preview_file","The client's photos and raw video footage to edit | Which specific edits per asset: background change, colour correction, lighting, cinematic look, reels cut | Target platform/format: Instagram/TikTok style (confirm 9:16, durations) | Brand/reference look — brief is generic, confirm desired style","I need a skilled editor for photo and video editing work. Tasks may include background change, color correction, retouching, lighting enhancement, reels editing, cinematic effects, and social media content editing. The final output should look clean, high quality, and professional. Experience with Instagram/TikTok style edits is preferred."
Photo & Image Editing,Photo Retouching & Enhancement,RAW Color Grading + Social Crop — Restaurant/Bar/Gym Batch,"RAW Photo Editing & Retouching for Restaurant, Bar and Gym Social Media Content",partial,"Connector covers the color grade, white balance, and exact social crops/exports, but 'basic retouching' (spot/object cleanup) beyond global tone isn't possible (fill is solid-colour only, no inpaint).",upwork,Intermediate,"Food, Restaurant & Beverage",https://www.upwork.com/nx/search/jobs/,"asset_add_file (upload the 25–40 RAW files) -> image_apply_auto_tone -> image_adjust_exposure + image_adjust_brightness_and_contrast + image_adjust_color_temperature (exposure/contrast/white-balance per reference) -> image_adjust_vibrance_and_saturation + image_adjust_hsl (natural commercial grade) -> image_apply_preset (consistent look across the batch) -> image_crop_and_resize (export the named social sizes: 2160x2700, 2160x3840, 3840x2160) -> asset_preview_file (sRGB JPG)","The 25–40 RAW files per batch (food, drinks, interiors, people, gym/lifestyle) | The client's reference images defining the target grade | Exact deliverable sizes: vertical 2160×2700, story 2160×3840, horizontal 16:9 3840×2160, all sRGB JPG | Look: natural, clean, commercial; consistent across the set; clear file naming","I am looking for a reliable photo editor/retoucher to edit RAW photos for restaurants, bars, gyms and lifestyle/commercial social media content. I will provide RAW files and reference images. I need final edited JPG files ready for Instagram posts, stories, websites and campaigns. Typical workflow: * 25 to 40 RAW photos per batch * Usually closer to 40 photos * Ongoing work if the quality and communication are good Editing required: * Color correction and grading * Exposure, contrast and white balance adjustment * Basic retouching * Crop and framing for social media * Natural, clean, commercial look * Food, drinks, interiors, people, gym/training and lifestyle scenes Deliverables required: * JPG in sRGB * Vertical post: 2160 × 2700 px * Story format: 2160 × 3840 px * Horizontal 16:9: 3840 × 2160 px when needed * Files organized and named clearly Please do not apply if you only use automatic presets without carefully adjusting each image. I need someone with good taste, consistency and attention to detail. To apply, please send: 1. Examples of RAW photo edits, ideally before/after 2. Your price per photo or per batch of 40 photos 3. Your turnaround time for 40 photos 4. Whether you work in Lightroom, Photoshop, Capture One or another software"
Photo & Image Editing,Photo Retouching & Enhancement,Real Estate Photo Correction — Interiors Batch (25–30),Real estate Photo edit,partial,"Connector does line straightening, exposure/colour correction, window-pull-style highlight recovery, and a consistent batch grade, but cannot merge multi-exposure HDR brackets or remove distracting objects (no inpaint); a human handles those two items.",upwork,,"Real Estate, Construction & Property",https://www.upwork.com/nx/search/jobs/?q=Real%20estate%20Photo%20edit,"asset_add_file (upload the 25–30 interior photos) -> image_auto_straighten (correct verticals/horizontals for straight walls) -> image_apply_auto_tone -> image_adjust_exposure + image_adjust_highlights + image_adjust_dark_portions (bright but realistic interiors, recover window views) -> image_adjust_color_temperature + image_adjust_vibrance_and_saturation (natural white balance, no oversaturation) -> image_apply_preset (consistent Funda-style look across all) -> asset_preview_file (high-res JPG)","The 25–30 real-estate interior photos (ideally bracketed exposures if HDR blend expected) | Style target: Dutch/Funda-style — bright, clean, realistic, straight verticals, no oversaturation/unrealistic HDR | Preserve outdoor window views (window pull) | Deliver high-res JPG, consistent style across the set","Hello, My name is Kimberley and I am currently starting my business as a real estate photographer in the Netherlands. I am looking for a reliable long-term photo editing partner who can grow with my business. At the moment, I have a project of 25–30 real estate photos for now. For this project, I need the following editing services: * HDR merge / exposure blending * Vertical and horizontal line correction * Color correction and white balance adjustment * Natural window views (window pull) * Removal of distracting objects where necessary * General image enhancement while maintaining a realistic appearance Quality requirements The photos are intended for the Dutch and European real estate market. Please pay special attention to: * Natural-looking colors * Bright but realistic interiors * Straight walls and vertical lines * Clean and professional presentation * Preserving outdoor views through windows * No oversaturated colors or unrealistic HDR effects The editing style should match the expectations of Dutch real estate listings (similar to Funda): bright, clean, realistic, and professional. Delivery * High-resolution JPG files * Consistent editing style across all images * Delivery within your normal turnaround time Questions Could you please let me know: 1. Your price per photo for this project? 2. Your price per photo for future ongoing work? 3. Your typical turnaround time? 4. Do you have experience editing real estate photos for dutch clients? Thank you, and I look forward to hearing from you. Best regards, Kimberley Wieland"
Photo & Image Editing,Photo Retouching & Enhancement,Real Estate Photo Correction — Interiors Batch (25–30),Real Estate Photo Editor Needed,partial,"Duplicate of 2573. Connector does line straightening, exposure/colour correction, and a consistent grade, but cannot do multi-exposure HDR merge or distracting-object removal; a human handles those.",upwork,,"Real Estate, Construction & Property",https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Photo%20Editor%20Needed,"asset_add_file (upload the 25–30 interior photos) -> image_auto_straighten (straighten verticals/horizontals) -> image_apply_auto_tone -> image_adjust_exposure + image_adjust_highlights + image_adjust_dark_portions (bright realistic interiors, recover window detail) -> image_adjust_color_temperature + image_adjust_vibrance_and_saturation (natural white balance, no oversaturation) -> image_apply_preset (consistent Funda-style look) -> asset_preview_file (high-res JPG)","The 25–30 real-estate interior photos (bracketed exposures if HDR blend expected) | Style target: Dutch/Funda-style — bright, clean, realistic, straight verticals, no oversaturation | Preserve outdoor window views (window pull) | Deliver high-res JPG, consistent style across the set","Hello, My name is Kimberley and I am currently starting my business as a real estate photographer in the Netherlands. I am looking for a reliable long-term photo editing partner who can grow with my business. At the moment, I have a project of 25–30 real estate photos for now. For this project, I need the following editing services: * HDR merge / exposure blending * Vertical and horizontal line correction * Color correction and white balance adjustment * Natural window views (window pull) * Removal of distracting objects where necessary * General image enhancement while maintaining a realistic appearance Quality requirements The photos are intended for the Dutch and European real estate market. Please pay special attention to: * Natural-looking colors * Bright but realistic interiors * Straight walls and vertical lines * Clean and professional presentation * Preserving outdoor views through windows * No oversaturated colors or unrealistic HDR effects The editing style should match the expectations of Dutch real estate listings (similar to Funda): bright, clean, realistic, and professional. Delivery * High-resolution JPG files * Consistent editing style across all images * Delivery within your normal turnaround time Questions Could you please let me know: 1. Your price per photo for this project? 2. Your price per photo for future ongoing work? 3. Your typical turnaround time? 4. Do you have experience editing real estate photos for dutch clients? Thank you, and I look forward to hearing from you. Best regards, Kimberley Wieland"
Photo & Image Editing,Photo Retouching & Enhancement,"Real-Estate Photo Editing — Tone, Straighten & Consistent Grade",Real Estate Photo Editor Needed for Bracketed RAW Interior & Exterior Images,partial,"Connector can tone/straighten/window-pull/grade and batch a consistent preset on a single RAW frame, but it cannot merge the 5-exposure HDR brackets, do true lens/perspective correction, or generatively remove distractions — those parts need Lightroom/Photoshop.",upwork,,"Real Estate, Construction & Property",https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Photo%20Editor%20Needed%20for%20Bracketed%20RAW%20Inte,"asset_add_file (ingest one chosen exposure per shot) -> image_auto_straighten (straight verticals) -> image_apply_auto_tone -> image_adjust_highlights / image_adjust_light_portions (window recovery, bright realistic interiors) -> image_adjust_brightness_and_contrast + image_adjust_vibrance_and_saturation (clean whites, balanced colour) -> image_list_presets -> image_apply_preset (lock one saved look across all 25-30 to keep the gallery consistent) -> image_crop_and_resize (export delivery JPGs) -> asset_preview_file","The ~25–30 interior/exterior shots per property (client shoots 5 RAW bracketed exposures each) | Desired look: natural/realistic, clean whites, bright-but-realistic interiors, good window recovery | Output: final JPGs suitable for listings — confirm delivery dimensions/DPI with client; brief doesn't state | A reference edited image (so the saved preset matches their house style for gallery consistency)","Hi, I’m looking for a reliable photo editor specialized in real estate photography. I personally visit each property and take the photos myself. For each project, I usually deliver around 25–30 final images, and each final image is normally captured using 5 RAW bracketed exposures. I need someone who can take the RAW files, merge/edit them professionally, and deliver clean, natural-looking real estate photos ready for client delivery. The editing style I’m looking for is: * Natural and realistic, not over-edited * Clean whites and balanced colors * Good window recovery when possible * Straight verticals and corrected perspective * Bright but still realistic interiors * Proper contrast and sharpness * Removal of small distractions if needed * Consistent look across the full gallery The usual workflow would be: 1. I send you the RAW bracketed files. 2. You edit and deliver the final JPG images. 3. Final gallery should normally include around 25–30 edited photos. 4. Delivery should be consistent, professional, and suitable for real estate listings. It would be very helpful if you have experience with: * Real estate photography editing * HDR/bracketing workflows * Adobe Lightroom * Adobe Photoshop * Interior and exterior property photos * Window pulls / exposure blending * Perspective correction Please include examples of previous real estate photo editing work in your proposal. I’m looking for someone I can work with regularly if the quality, communication, and delivery times are good. Thank you."
Photo & Image Editing,Photo Retouching & Enhancement,Real Estate Photo Correction — Color/Straighten/Resize (partial),"Real Estate Photo Editor Needed — High Volume, Bracketed Photos (Ongoing Work)",partial,"Connector can straighten, color-correct, lift shadows/highlights and batch-grade single exposures, but cannot blend 3-5 bracketed exposures (HDR merge) or do sky replacement / generative cleanup — those core real-estate steps need a human/other tool.",upwork,,"Real Estate, Construction & Property","https://www.upwork.com/nx/search/jobs/?q=Real%20Estate%20Photo%20Editor%20Needed%20—%20High%20Volume,%20Bracket",asset_add_file (upload listing photos) -> image_auto_straighten (vertical/horizontal alignment) -> image_apply_auto_tone -> image_adjust_highlights / image_adjust_dark_portions (recover windows/shadows) -> image_adjust_color_temperature -> image_apply_preset (consistent MLS style across the set) -> asset_preview_file,"Listing photo sets (20-40 photos per listing, multiple listings/week) | A saved preset/reference defining the agency's consistent MLS look | Note: source is bracketed RAW (3-5 exposures per shot) — see limitation | Confirm output format/resolution for MLS delivery","We're a real estate media agency looking for a reliable photo editor for ongoing, high-volume work. We shoot the photos ourselves and send you the RAW files. Editing bracketed (HDR) real estate photos — typically 3-5 exposures per shot that need to be blended. Standard real estate edits: window pulls, sky replacements, color correction, vertical/horizontal alignment, lawn enhancement, lens distortion correction, and general cleanup. MLS-ready images, consistent style. 20-40 photos per listing."
Photo & Image Editing,Photo Retouching & Enhancement,Selfie Natural-Look Correction (de-smooth via texture),Restore Skin Texture in Selfie,partial,"Connector can add grain/noise to fake texture back into the over-smoothed face and re-balance tone, but it cannot reconstruct genuine lost pore detail; result is an approximation, not true texture recovery.",upwork,,"Photo Editing, Retouching & Restoration",https://www.upwork.com/nx/search/jobs/?q=Restore%20Skin%20Texture%20in%20Selfie,asset_add_file (upload the over-edited selfie) -> image_select_by_prompt ('the face / skin areas') -> image_add_grain + image_add_noise on the selection (reintroduce believable skin texture to the over-smoothed areas) -> image_adjust_brightness_and_contrast + image_adjust_color_temperature (bring tones back to natural) -> asset_preview_file,"The single over-edited selfie to bring back to a natural look | Which parts of the face need texture restored (brief says 'parts of the face' — confirm regions) | Constraint: maintain the original essence — subtle, not a re-retouch | Confirm output format/resolution — brief doesn't state",I need an over-edited selfie brought back to reality. The aim is mainly to restore skin texture to parts of the face. The task involves using photo editing skills to enhance the natural look of the image while maintaining its original essence.
Photo & Image Editing,Photo Retouching & Enhancement,Photo Retouching / Grade — Whisky + Dog Hero Image,Retouch and photoshop images,partial,"Connector can crop, grade, and intensify highlights for the glow, but it cannot remove the person mid-frame (no generative inpaint) nor clean smudges off the glass (no spot-healing) — a human is needed for person removal and de-smudging.",upwork,,Pets & Animals,https://www.upwork.com/nx/search/jobs/?q=Retouch%20and%20photoshop%20images,"asset_add_file (upload the dog/whisky photo) -> image_select_by_prompt ('person') -> image_invert_selection -> image_crop_to_bounds (isolate/crop to the dog hero, removing the person if at edge) -> image_apply_auto_tone -> image_adjust_highlights / image_adjust_light_portions (boost the glass reflection glow) -> image_apply_color_overlay (warm 'old-school' modern-glow grade) -> asset_preview_file","The source image (dog + person + whisky glass with a label) | Hero: the dog (without the person); label on the bottle must stay legible | Desired look: modern glow + brighter glass reflection, but warm/old-school feel | Output dimensions/platform — confirm with client; brief doesn't state","create a nice filter the image with the dog (without the person) is the hero image, needs the label to be clear. i want to make the glass with whisky in it clean without smudges. maybe make the reflection in the glass more glowey and bright. have a modern glow effect. but still keeping nice and old school."
Photo & Image Editing,Photo Retouching & Enhancement,Batch Color Correction & Polish — Photoshoot Set,Retouching & Editing Gig - Start Immediately,partial,Connector handles the color-correction and consistent polish across the batch; 'fixing imperfections' that means spot/blemish removal needs a human heal pass.,upwork,,"Photo Editing, Retouching & Restoration",https://www.upwork.com/nx/search/jobs/?q=Retouching%20&%20Editing%20Gig%20-%20Start%20Immediately,"asset_add_file (the photoshoot batch) -> image_apply_auto_tone -> image_adjust_color_temperature + image_adjust_brightness_and_contrast + image_adjust_hsl + image_adjust_vibrance_and_saturation (clean, natural, polished — nothing over the top) -> image_apply_preset for consistency across the big batch -> asset_preview_file",The photoshoot image batch ('a big batch' — confirm count) | The client's 'super clear instructions' / a reference for the clean-natural-polished target look | Output format/dimensions — confirm; brief doesn't state | List of which imperfections need fixing (flag any that require clone/heal as a human step),"Hey! We’re looking for a photo retoucher/editor to help us with a recent photoshoot. You’ll be color-correcting and touching up the photos to fix any imperfections, nothing over the top, just a clean, natural, polished look. It’s a big batch of photos, so we need someone who can start immediately and work in Photoshop. We’ll give super clear instructions, and we always make sure to give great feedback and fast payment. This could also turn into more ongoing work, because we have tons of photos that need editing."
Photo & Image Editing,Photo Retouching & Enhancement,Photo Retouching — Lighting/Tone Batch (11–50),Retouching 11-50 Foto Profesional,partial,"Connector does the lighting/contrast/tone correction and consistent batch grade, but cannot deliver a layered PSD (output is flattened); offer flattened high-res JPEGs.",freelancer,2026-05-30,"Photo Editing, Retouching & Restoration",https://www.freelancer.com/projects/adobe-photoshop/Retouching-Foto-Profesional,"asset_add_file (upload the batch) -> image_apply_auto_tone (consistent baseline) -> image_adjust_exposure + image_adjust_brightness_and_contrast + image_adjust_color_temperature (correct lighting, contrast, tone) -> image_apply_preset (apply the same grade across all 11–50 for consistency) -> asset_preview_file (verify natural, non-'plastic' result at original resolution)","The batch of 11–50 photos to retouch (confirm exact count) | Deliver high-res JPEG at original resolution — no quality loss | Look: smooth detail without a 'plastic' look; consistent lighting/contrast/tone across the set | Note: layered PSD is requested 'if possible' — connector outputs flattened rasters, not layered PSD","Saya memerlukan bantuan untuk meretouch 11-50 foto. Fokus utamanya adalah:  • Menghaluskan detail tanpa membuat hasil terlihat “plastik”   • Mengoreksi pencahayaan, kontras, dan tone agar konsisten   • Mempertahankan resolusi asli—tidak boleh ada penurunan kualitas    Format akhir yang saya butuhkan: JPEG beresolusi tinggi dan, bila memungkinkan, file PSD terpisah layer agar saya bisa melakukan penyesuaian kecil di kemudian hari. Silakan gunakan workflow favorit Anda—Adobe Photoshop, Lightroom, atau aplikasi retouching serupa—selama hasilnya bersih dan natural.  Lampirkan portofolio singkat berisi contoh before-after retouching, serta perkiraan waktu penyelesaian untuk batch ini."
Photo & Image Editing,Photo Retouching & Enhancement,Real-Estate Listing Photo Cleanup (Batch),Short-Term Rental OTA & PMS Specialist Required,partial,"Only the photo bullet is connector-doable (colour correct, straighten, crop, sharpen-via-contrast, consistent batch grade). All the OTA/PMS/channel-manager sync, listing copy, mapping, pricing, and actually uploading/reordering galleries on the platforms are out of scope and need the human specialist.",freelancer,2026-06-01,"Real Estate, Construction & Property",https://www.freelancer.com/projects/airbnb/Short-Term-Rental-OTA-PMS,"asset_add_file (the existing property photos) -> image_auto_straighten (level horizons/verticals on interior shots) -> image_crop_and_resize (crop to each OTA's gallery ratio) -> image_apply_auto_tone -> image_adjust_brightness_and_contrast + image_adjust_color_temperature + image_adjust_highlights/image_adjust_dark_portions (balance interior exposure, correct color casts) -> image_apply_preset (apply ONE saved look across the whole portfolio for visual consistency) -> asset_preview_file","The existing property-photo library to remediate (number of properties / total images — confirm, brief says 'all existing') | Which images are flagged 'outdated' and must be replaced/reprocessed vs. kept | Target gallery dimensions/aspect per OTA (Airbnb, Expedia, Booking.com, Agoda, Vrbo, Trip.com) — confirm the canonical size to crop to | Whether shots are mostly interior (exposure/white-balance heavy) so the batch preset is tuned for that","I am looking for an experienced short-term rental specialist to complete a one-off project across my accommodation portfolio.  The goal is simple: every listing professionally presented, fully synced across all OTAs, connected correctly to our PMS/channel manager, and operating without errors.  Scope of work includes:  • Audit and optimise all existing property listings.• Improve titles, descriptions, amenities, policies, photos, and overall presentation.• Create and/or optimise listings on Airbnb, Expedia, Booking.com, Agoda, Vrbo, Trip.com and other relevant OTAs.• Ensure all listings are consistent across every platform.• Connect all listings correctly to our existing PMS and channel manager.• Verify rates, availability, reservations, messaging, and calendars are syncing correctly.• Identify and fix any mapping, connection, pricing, or listing issues.• Review our OTA setup and recommend any additional platforms that may increase bookings.• Work with our existing photographs by colour correcting, straightening, cropping, sharpening, and improving image quality where required.• Replace outdated images on all live listings and ensure galleries are professionally ordered for maximum conversion.• Test all OTA connections and confirm everything is functioning correctly.  Bonus skills (not essential but highly desirable):  • PMS automation setup• Guest messaging templates• Automated check-in workflows• Review request automation• Upsell workflows• Dynamic pricing setup• Revenue management recommendations  To apply, please provide:  • Your experience with short-term rental properties and accommodation businesses.• Which PMS and channel manager systems you have worked with (Channex, Guesty, Hostaway, Lodgify, Cloudbeds, Hospitable, etc.).• Which photo editing software you use.• Examples of live accommodation listings you have personally optimised.• Your estimated timeframe for completion.  This is a one-off project, however there may be ongoing work available for the right person if the results are excellent.  Success will be measured by having every listing published correctly, fully synchronised, visually consistent, professionally presented, and operating without any calendar, pricing, reservation, or messaging errors."
Photo & Image Editing,Photo Retouching & Enhancement,Real-Estate Interior Photo Enhancement (Vibrant),Vibrant HDR Photo Editing,partial,"Per-image exposure/contrast/color enhancement to a vibrant look is fully doable; if the brief means a true HDR merge of 3 bracketed exposures into one file, the connector has no exposure-bracket/HDR-stack tool.",freelancer,2026-05-31,"Real Estate, Construction & Property",https://www.freelancer.com/projects/photography/Vibrant-HDR-Photo-Editing,"asset_add_file (the 3 interior shots) -> image_apply_auto_tone -> image_adjust_exposure + image_adjust_highlights + image_adjust_dark_portions (balance blown windows vs dark interior) -> image_adjust_brightness_and_contrast (contrast enhancement) -> image_adjust_vibrance_and_saturation + image_adjust_color_temperature (vibrant, appealing, neutral white balance) -> image_auto_straighten (level verticals) -> asset_preview_file","The 3 real-estate interior photos (stated: 3, mainly interiors) | Whether the 3 are separate listing shots to enhance individually, OR a bracketed set to merge into one HDR frame (connector cannot merge exposure brackets — confirm) | Desired vibrancy level / reference look ('vibrant and appealing' — confirm how punchy) | Output dimensions/format for the MLS or listing — confirm with client",I need HDR photos edited for real estate. The goal is to make them look vibrant and appealing.  Requirements: - Edit 3 photos with different exposures - Focus mainly on interior shots - Make the photos look vibrant and appealing  Necessary adjustments include: - Color correction - Contrast enhancement - Exposure balance  Ideal Skills and Experience: - Proficiency in HDR photo editing - Strong understanding of color theory and contrast adjustment - Experience with real estate photography  Please provide examples of previous work.
Photo & Image Editing,Photo Retouching & Enhancement,Portrait Color Correction + Cohesive Vintage Grade,Vintage Portraits Editing,partial,"Color correction and a cohesive vintage grade across the set are fully doable; 'skin retouching' (blemish/clone work) is not — fill is solid-colour only, so detailed retouch needs a human.",freelancer,2026-05-31,"Photo Editing, Retouching & Restoration",https://www.freelancer.com/projects/background-removal/Vintage-Portraits-Editing,asset_add_file (the portrait set) -> image_apply_auto_tone (fix the flat cloudy-day exposure) -> image_adjust_color_temperature + image_adjust_brightness_and_contrast (warm up the dull light) -> image_adjust_hsl + image_adjust_single_color_saturation (mute/shift toward a vintage palette) -> image_apply_monochromatic_tint or image_apply_color_overlay + image_add_grain (cohesive vintage film look) -> image_apply_preset across ALL frames so the whole baby-shower set matches -> asset_preview_file,"The portrait files shot on the cloudy day (count not stated — confirm how many go on the invite) | Vintage reference / strength of the look (sepia vs faded-color vs muted film) — confirm the exact mood | Confirmation 'no spotlight look' = keep it even/flat, not a vignette+bright-center treatment | Output use is a mailed baby-shower invite — confirm print resolution/dimensions and whether they need print-ready files",I need professional editing for some portraits. The photos were taken on a cloudy day and need adjustments.   Requirements: - Color correction - Skin retouching - I don’t want a spotlight look or anything.  But these photos are going to be mailed out on a baby shower invite so I need them to all be some kind of theme if that makes sense.   I also want the portraits to have a vintage theme.   Ideal Skills and Experience: - Experience in portrait editing - Strong color correction and retouching skills - Ability to create a cohesive vintage theme  I need this done ASAP.
Photo & Image Editing,Background Removal & Cutouts,Background Removal — Furniture Cutout to Transparent PNG,Cut Out Furniture in Photoshop,full,,upwork,,General / Cross-Industry Branding & Graphics,https://www.upwork.com/nx/search/jobs/?q=Cut%20Out%20Furniture%20in%20Photoshop,asset_add_file (upload the high-res furniture photo) -> image_select_subject (isolate the furniture piece) -> image_remove_background (cut to clean edges) -> asset_preview_file (export high-res transparent PNG),"The high-resolution furniture photo to cut out (single piece of furniture) | Output: transparent-background PNG, high resolution, clean edges | Intended design-project use (so resolution/size meets that) — confirm target size",I need someone to cut out a piece of furniture in Photoshop. The task involves using the pen tool to create a path around the furniture and then saving it as a PNG with a transparent background. The image should be high resolution and ready for use in a design project. Attention to detail is important to ensure a clean and professional result.
Photo & Image Editing,Background Removal & Cutouts,Background Removal + Precise Crop (Batch),Photo Crop & Background Removal,full,,freelancer,2026-05-31,"Photo Editing, Retouching & Restoration",https://www.freelancer.com/projects/background-removal/Photo-Crop-Background-Removal,asset_add_file (the photo set) -> image_crop_and_resize (crop/resize to the exact pixel dimensions the client supplies) -> image_remove_background (clean knockout to pure transparency) -> asset_preview_file (verify no halos at 100%) -> export transparent PNG + keep source-size JPG,"The set of photos (count TBD — client asks how many can be done in 24h) | The exact pixel crop dimensions the client will supply (required, not stated) | Two deliverables per file: transparent PNG + original-resolution JPG for archive | Acceptance: no halos/artefacts at 100% zoom, consistent treatment across all images","I have a set of photos that need quick but precise attention. The job is limited to two edits on each file: tidy cropping/resizing to the dimensions I’ll supply and clean background removal so the final images sit on pure transparency. No colour work or creative retouching is required—just accurate cuts and a flawless knockout.  Please deliver each photo back in PNG (transparent) and the original resolution JPG for archive. If you prefer Adobe Photoshop, Affinity, or a comparable editor, that’s fine by me; consistency across all images is what matters.  Acceptance criteria   • Precise crop matches the pixel dimensions I provide   • Background fully removed with no halos or artefacts at 100 % zoom   • Files returned in both PNG (transparent) and source-size JPG  Let me know how many images you can handle in 24 hours and I’ll send them straight over."
Photo & Image Editing,Background Removal & Cutouts,"Background Removal / Cutout — 11 Images, Transparent PNG",Photo editing - Background removal,full,,upwork,,"Photo Editing, Retouching & Restoration",https://www.upwork.com/nx/search/jobs/?q=Photo%20editing%20-%20Background%20removal,asset_add_file (upload the 11 images) -> image_select_subject (isolate the drone / UGV / vehicle) -> image_remove_background (output transparent PNG so PPTX background shows through) -> asset_preview_file,The 11 source images of drones / UGVs / vehicles (client states 11 attached) | Output: transparent-background PNG for each (so they drop into PowerPoint) | Confirm whether any shadow should be kept or fully removed,"I have the attached 11 images. I want to be able to add them into Powerpoint presentations, so that the back ground in the images is transparent and other than the drone or UGV, etc, the background of the PPTX shows through."
Photo & Image Editing,Background Removal & Cutouts,Background Removal — E-commerce Product Photos,Product Photo Background Removal,full,,freelancer,2026-06-04,"E-commerce, Retail & Product",https://www.freelancer.com/projects/background-removal/Product-Photo-Background-Removal-40491229,"asset_add_file (upload the 1-10 product shots) -> image_select_subject (isolate the product) -> image_remove_background (clean transparent cutout, no halos/fringing) -> asset_preview_file (inspect edges before export as transparent PNG at original resolution)","The 1-10 product photos for the e-commerce catalog | Output: high-resolution transparent PNG, original resolution and color profile preserved | Clean edges required (client inspects at 100% zoom — no stray pixels/halos/fringing) | Optional layered PSD per image (note: connector exports PNG, not layered PSD)","I have between one and ten product shots that need their backgrounds removed cleanly. The finished files must be delivered as high-resolution PNGs with full transparency—no stray pixels, halos, or color fringing. Consistency across the set is crucial because these images will be used in an e-commerce catalog.  Please keep each image at its original resolution and color profile; I’ll handle any resizing afterward. A layered PSD alongside the transparent PNGs would be a welcome extra, although not mandatory.  Speed matters, but precision matters more. Let me know your expected turnaround time and the tools you’ll use (Photoshop, Affinity Photo, or similar). I’ll inspect every edge at 100 % zoom, so clean masks and intact product details are the acceptance criteria.  Deliverables • 1–10 product images with backgrounds removed, supplied as transparent PNGs   • Optional: corresponding layered PSD files for future edits  If that fits your skill set and schedule, I’m ready to get started right away."
Photo & Image Editing,Background Removal & Cutouts,Logo/Icon Vectorization — Low-res to HD Vector,Recreate Icon in HD Formats,full,,freelancer,2026-05-30,General / Cross-Industry Branding & Graphics,https://www.freelancer.com/projects/vector-design/Recreate-Icon-Formats,"asset_add_file (upload the low-res icon) -> image_remove_background (produce the transparent cutout) -> image_vectorize (rebuild as clean scalable vector paths, preserving colours/lines/proportions) -> document_render_vector (export SVG) -> document_render_vector (export PNG ≥1024px square, transparent) -> document_render_vector (export JPEG) -> asset_preview_file (verify exact match)","The existing low-resolution icon file to recreate (the asset the client already has) | Required exports: SVG (scalable), PNG ≥1024px square (transparent), JPEG | Constraint: pixel-perfect — every colour, line and proportion identical, no stylistic changes | Confirm original is a flat/limited-colour icon (clean auto-trace fidelity depends on this)","I already have the original icon—unfortunately it is only low-resolution. I need an exact, pixel-perfect recreation in high definition, keeping every color, line, and proportion identical. No stylistic tweaks; simply a clean, crisp rebuild.  Deliverables   • PNG, SVG, and JPEG versions, each on a transparent background where applicable   • At least 1024 px square for the raster files, with perfect scalability for the SVG   • Ready for immediate use in web and print  Please include a couple of past icon or logo redraws you have handled so I can see the quality of your vector work. If you can turn this around quickly and match the original flawlessly, let’s get started right away."
Photo & Image Editing,Background Removal & Cutouts,Background Removal — 14 Cutting Board Product Photos,Remove Background on 14 Images,full,,upwork,,"Photo Editing, Retouching & Restoration",https://www.upwork.com/nx/search/jobs/?q=Remove%20Background%20on%2014%20Images,"asset_add_file (upload all 14 cutting board images) -> image_select_subject (isolate the cutting board) -> image_remove_background (cut to transparent PNG, leaving only the board) -> asset_preview_file (verify wood color is unaltered)","The 14 cutting board photos to process | Output: transparent PNG, board only (everything else removed) | Constraint flagged by client: wood color must NOT shift — verify color fidelity vs. their earlier AI attempt | Target dimensions/resolution — confirm with client; brief doesn't state","I need the background removed on 14 cutting board images. When I use Canva, it does a poor job. When I use AI, it is changing the color of the wood slightly. I need the background manually removed with Photoshop. Attached is an example photo. Everything will be removed but the cutting board."
Photo & Image Editing,Background Removal & Cutouts,Background Removal — Pure White Replacement (Motorcycle Photos),Remove Backgrounds from Vintage Motocross Photos,full,,upwork,,"Automotive, Industrial & Agriculture",https://www.upwork.com/nx/search/jobs/?q=Remove%20Backgrounds%20from%20Vintage%20Motocross%20Photos,asset_add_file (upload each motocross photo) -> image_remove_background (cut out the motorcycle to transparent PNG) -> image_select_subject -> image_invert_selection -> image_fill_area (fill background with pure white #FFFFFF) -> asset_preview_file,"The vintage motocross motorcycle photos, delivered 2 at a time (left and right views of the bike) | Required background: pure white (#FFFFFF) flat | Output format/dimensions — confirm with client; brief doesn't state (white-bg JPG vs transparent PNG, target px)","I need someone to remove backgrounds from vintage motocross motorcycle photos and replace them with a pure white background. The task is challenging due to the complexity of the images, requiring a high level of proficiency in photo editing and image manipulation. $10 per image and there would be 2 images at a time left and right of motorcycle."
